PARTICIPANT_ID,AGE,GENDER,AvgTimeForAllMarathons2012,AvgTimeForAllMarathons2013,AvgTimeForAllMarathons2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForAllMarathons2015
3388,52,1,343,355,404,401,401,1,401
8357,43,1,343,355,404,323,323,1,323
448,47,1,343,355,404,357,357,1,357
6193,45,1,343,255,404,255,255,1,393
2612,33,1,295,291,288,291.25,284.22,4,393
4029,60,1,338,327,404,329.75,308.14,4,393
6342,21,1,343,335,404,335,335,1,393
2014,32,1,343,355,404,312,312,1,312
3637,67,1,311,355,404,311,302.5,1,393
4178,41,1,422,408,404,424.67,404.75,3,444
5801,33,1,343,355,404,384,324.67,0,393
949,21,0,343,355,404,421,421,1,421
4862,0,-1,343,355,404,384,299,0,393
3866,42,1,343,355,529,529,529,1,393
4885,38,1,343,305,404,305,288.33,1,393
8420,52,1,309,355,404,309,309,1,393
5881,33,1,343,341,404,341,322,1,393
2847,42,1,363,355,363,363,363,2,393
4367,36,0,357,357,404,357,349.83,2,393
8280,32,1,343,355,404,264,264,1,264
454,37,1,343,355,404,307,307,1,307
6359,22,0,404,354,404,379,379,2,393
6946,57,1,336,339,404,337.5,337.5,2,393
2446,48,1,270,355,404,270,270,1,393
4344,36,1,343,355,321,310.5,287,2,300
2469,32,1,343,355,404,409,409,1,409
3010,37,1,343,355,358,358,329,1,393
4908,37,1,343,366,404,366,366,1,393
408,42,1,390,355,404,390,390,1,393
995,52,0,343,355,404,478,478,1,478
6405,27,1,343,341,404,341,336.5,1,393
1490,33,0,343,355,404,409,346.4,1,409
6900,43,1,343,287,404,287,252.14,1,393
2987,32,0,343,355,404,403,403,1,403
431,27,0,364,355,404,364,364,1,393
972,27,0,343,355,419,419,419,2,393
6382,35,1,343,355,391,362.5,333.8,2,334
1513,25,1,343,355,404,384,347,0,393
6923,37,0,343,355,404,384,550,0,393
7441,37,1,343,355,404,494,494,1,494
6860,47,1,343,355,404,619,619,1,619
2532,32,1,343,355,404,342,342,1,342
3528,27,0,343,469,404,469,429.25,1,393
5426,45,1,343,355,404,286,288.5,1,286
6422,42,1,343,355,397,401.5,401.5,2,406
2924,51,1,319.5,318,345,324.6,313.88,5,321
4407,67,1,343,355,404,429,429,1,429
3325,36,1,329,306,404,317.5,286.95,2,393
7942,42,1,343,355,404,477,477,1,477
4948,39,0,343,355,404,478,451.5,1,478
1450,33,0,343,355,404,344,317,1,344
2784,27,1,343,320,404,320,320,1,393
4799,42,1,358,355,404,358,352,1,393
5340,32,1,343,355,362,362,362,1,393
1012,47,1,343,355,404,376,376,1,376
6963,36,1,343,355,387,387,323.8,1,393
471,42,1,343,355,404,384,395,0,393
3465,32,0,340,355,404,340,340,1,393
8483,45,0,343,355,404,468,410,1,468
909,42,1,310,355,404,310,310,1,393
6319,32,1,343,355,404,483,483,1,483
1991,32,1,343,408,404,451,451,2,494
7401,37,1,343,355,404,384,303,0,393
3073,42,1,343,355,404,384,518,0,393
4304,21,0,343,342,404,342,342,1,393
5386,16,1,343,355,404,384,371.5,1,384
5927,44,1,289,296,404,292.5,292.5,2,393
517,42,1,277,295,404,286,294.67,2,393
1058,32,1,305,355,404,305,305,1,393
6468,37,1,343,355,404,268,268,1,268
7009,27,0,343,355,299,299,299,1,393
4845,52,0,343,355,404,384,462,0,393
4281,47,1,343,355,404,404,404,1,404
5277,42,1,343,355,404,330,330,1,330
3285,67,1,343,355,404,510,510,1,510
1364,42,1,328,355,404,328,328,1,393
8217,33,1,343,355,404,307,285.5,1,307
557,36,0,343,356.5,404,356.5,333.83,2,393
3262,57,1,343,335,404,335,335,1,393
4610,52,1,343,355,387,387,387,1,393
8523,42,1,343,355,393,393,393,2,393
39,42,0,343,355,404,492,492,1,492
8695,27,1,343,355,434,434,434,1,393
2031,32,1,361,355,404,361,408,1,393
6531,54,1,343,355,404,329,333.75,2,334
6774,50,1,343,355,404,384,343.13,0,393
5967,46,1,343,399,404,399,497.67,1,393
16,32,0,343,335,404,335,335,1,393
6508,29,0,343,356,398,377,353,2,393
3803,0,-1,343,355,404,384,377,0,393
8672,32,0,343,355,404,384,460,0,393
7982,32,1,343,298,404,298,298,1,393
5818,52,1,343,355,404,336,336,1,336
5990,57,0,343,355,404,479,479,1,479
580,54,1,343,355,404,331,310,1,331
823,52,1,389,355,404,389,389,1,393
1905,32,1,343,355,404,481,481,1,481
2572,57,1,343,355,343,343,343,1,393
2744,35,1,343,355,404,393,336.5,1,393
7315,21,1,369,355,404,369,394.5,1,393
4069,53,1,306,270,271,282.33,254.89,6,393
4736,42,1,343,355,404,384,290,0,393
3826,37,1,343,355,562,562,562,1,393
8005,53,1,343,355,341,341,285.71,1,393
4759,37,0,343,355,404,478,478,1,478
5300,25,0,343,355,484,484,333.07,1,393
8546,42,1,316,355,404,316,316,1,393
5841,21,0,343,355,404,290,290,1,290
7464,32,1,343,355,404,498,498,1,498
2054,42,1,362,362,404,362,362,2,393
2595,32,1,343,355,404,384,293,0,393
6445,47,0,343,368,425.5,397.75,372,4,372
1121,35,1,343,485,537,522.67,479.17,3,546
2117,22,1,343,371,470,420.5,398.75,2,393
5449,25,1,343,355,404,384,662.67,0,393
4430,37,1,405,355,404,405,405,1,393
6053,44,1,343,355,404,311,283,1,311
7527,27,1,343,355,404,411,411,1,411
3199,34,0,343,445,404,445,398,1,393
5363,57,1,343,355,404,384,352,0,393
1035,45,1,343,355,404,384,337.67,0,393
7676,32,0,343,355,404,400,400,1,400
4971,25,1,343,355,404,334,293,1,334
5512,32,1,343,355,404,406,406,1,406
7135,55,0,343,355,404,384,304,0,393
8068,21,1,343,355,404,334,334,1,334
5904,32,0,343,355,369,369,369,1,393
494,47,1,343,355,404,427,427,3,435.5
1576,32,1,343,355,404,272,272,1,272
6986,38,1,343,355,404,284,264.5,1,284
2658,27,0,343,355,404,362,362,1,362
3740,42,1,343,355,404,384,530,0,393
4822,47,1,343,355,404,384,513,0,393
7919,21,1,343,355,404,304,304,1,304
4673,42,0,343,355,516,516,516,1,393
5214,40,1,343,355,309,300.5,277,2,292
8460,27,1,300,355,404,300,300,2,393
345,27,0,353,355,404,353,324.57,1,393
7378,57,1,343,355,447,447,447,1,393
3050,26,1,343,282,244,263,244.06,2,393
4132,32,0,343,355,404,384,679,0,393
5755,42,1,343,355,404,384,438,0,393
3591,37,0,335,355,404,335,335,1,393
886,24,1,308,355,404,308,373,1,393
6296,27,1,343,355,404,418,418,1,418
1427,33,1,343,251,404,251,224.04,1,393
1968,47,0,343,454,404,454,349.81,1,393
6837,37,1,343,355,387,387,347,1,393
2509,33,0,343,355,593,593,470,1,393
5289,39,0,361,353,404,357,342.27,2,393
1044,52,1,343,355,404,384,377,1,393
6617,32,1,343,355,404,366,366,1,366
2372,21,0,343,355,404,518,518,1,518
5266,32,1,343,326,404,326,326,1,393
2395,47,1,343,355,404,365,365,1,365
3938,47,0,343,355,404,384,514,0,393
3723,37,1,343,355,404,340,340,1,340
8160,38,0,343,355,352,352,352,3,352
5243,37,1,343,355,404,274,274,1,274
2418,32,1,343,355,404,330,316,1,330
3746,32,1,343,355,404,384,225,0,393
3915,28,0,343,355,404,384,341,0,393
5097,62,1,301,355,404,301,301,1,393
2564,26,1,343,451,404,451,470,1,393
3769,43,1,284,272,301,285.67,268,3,393
3892,35,1,343,355,404,350,330.33,1,350
8183,46,0,343,355,404,384,426.2,0,393
875,25,0,343,330,404,330,330,1,393
2541,47,1,343,355,539,539,539,1,393
3869,52,0,343,355,404,384,440,0,393
852,52,1,343,377,379,378,367.33,2,393
1190,21,0,317,355,404,317,286.6,1,393
2518,41,1,377,324,404,350.5,323.86,2,393
998,27,0,343,355,469,469,469,1,393
1167,30,1,343,340,404,340,271.95,1,393
2249,37,1,343,425,404,425,425,1,393
2495,31,0,343,355,364,364,361.83,1,393
3577,22,1,343,355,404,384,265.5,0,393
898,44,1,343,432,404,432,334.87,1,393
1021,37,1,343,425,404,425,425,2,425
1144,33,1,343,355,437,437,388,1,393
2226,47,1,347,355,404,347,347,1,393
2349,41,1,343,293,404,293,292.23,2,393
4951,29,1,383,355,404,383,383,1,393
8283,21,0,343,384,404,384,384,1,393
706,37,1,298,355,404,298,298,1,393
6955,32,1,343,393,404,393,393,1,393
3623,32,1,303,355,404,303,303,1,393
7891,27,1,343,355,448,448,448,1,393
5389,35,0,369,355,404,369,354,1,393
4061,21,0,343,355,404,520,520,1,520
4997,42,0,377.5,355,379,378,379,3,393
8329,37,1,292,355,404,286,282,2,280
6325,42,1,343,355,404,435,435,1,435
2687,32,1,343,355,404,379,379,1,379
4015,42,0,343,355,530,530,530,1,393
7699,21,0,343,355,404,384,377,1,393
8037,37,0,409,355,404,409,409,1,393
5535,27,0,343,355,404,321,321,1,321
6371,27,1,343,355,404,336,336,1,336
4207,37,0,343,355,404,304,304,1,304
8137,47,1,343,355,404,488,488,1,488
5143,35,1,343,355,404,330,330,1,330
6471,27,0,390,355,404,390,390,1,393
6809,42,0,351,355,404,351,351,1,393
7745,26,0,260,245,275,260,260,3,393
7991,62,1,343,355,299,299,299,1,393
5581,46,1,383,338,370,359.8,335,5,393
6663,21,0,343,355,404,359,347,1,359
6909,16,1,343,355,404,384,402,0,393
7845,27,1,343,355,404,316,316,1,316
5435,19,1,343,355,404,327,327,1,327
6517,21,1,343,355,404,450,450,1,450
6763,47,1,343,355,479,479,479,3,479
4874,27,0,343,355,575,575,575,1,393
1459,42,0,343,355,404,357,357,1,357
1957,32,1,343,355,404,407,407,1,407
7032,27,1,343,355,488,488,488,1,393
8598,47,1,343,355,531,531,531,1,393
5727,30,1,343,277,277,277,277,2,393
7553,21,1,343,355,404,374,374,1,374
1436,38,0,343,355,413,406,391,2,393
1934,44,1,343,355,391,368,345.2,2,345
8406,42,1,343,355,465,465,465,1,393
8575,42,1,343,355,404,429,429,1,429
583,42,1,343,355,428,428,428,1,393
2833,42,1,343,355,404,280,280,1,280
3500,42,1,343,377,404,377,377,1,393
560,37,1,343,355,404,357,357,1,357
7101,55,1,343,467,404,467,447,1,393
2810,65,1,343,355,404,431,353.33,1,431
7224,34,1,365,394,404,379.5,353.6,2,393
6179,37,1,343,355,404,384,451,0,393
4705,43,1,343,355,432,432,355.2,1,393
460,42,1,343,395,404,395,395,1,393
2126,25,0,343,355,404,384,368,0,393
4682,40,1,343,355,376,364,329.6,2,352
4805,34,1,343,355,461,440.33,440.33,3,399
8475,27,1,343,355,404,478,478,1,478
483,33,1,343,355,369,369,309.73,1,393
2641,37,0,343,355,404,384,397,0,393
85,53,1,343,355,445,445,390,1,393
3331,42,1,271.5,355,236,259.67,236.05,3,393
752,27,0,343,355,346,346,316.5,1,393
1834,45,1,376,355,404,376,328.67,1,393
62,42,1,343,355,404,460,460,1,460
3308,10,0,305,355,404,305,278.5,1,393
775,25,1,324,371,404,347.5,292.5,2,393
1267,42,1,343,355,404,500,500,1,500
1857,37,1,343,355,404,384,283.14,0,393
291,45,1,343,355,404,400,360.83,1,400
3208,42,1,343,319,347,333,327.33,2,393
8698,47,1,343,355,404,480,407,1,480
2710,29,1,283,355,404,283,283,1,393
7430,27,1,343,355,404,394,394,1,394
6932,25,1,343,441,423,432,332.1,2,393
3102,32,1,343,337,404,337,324.67,1,393
3600,70,1,343,506,404,506,506,1,393
4582,37,1,316,355,404,316,297.5,1,393
254,32,1,343,355,404,416,416,1,416
1336,52,1,343,355,404,308,308,1,308
1665,42,0,343,355,404,351,337.5,1,351
7324,21,0,343,355,404,488,488,1,488
4974,52,0,343,451,404,451,451,1,393
8306,44,1,343,280,404,280,275,1,393
6056,52,1,343,355,404,527,543,1,527
1728,27,1,304,355,404,304,304,1,393
8114,24,0,352,355,404,352,283,1,393
5950,32,0,343,355,404,436,436,1,436
5956,32,1,343,355,404,294,294,1,294
1628,47,1,343,355,414,414,414,1,393
3792,62,1,343,355,404,513,513,1,513
8014,70,1,343,355,587,587,587,2,587
5850,43,1,244,227,404,236.67,227.25,3,239
6348,33,1,343,308,291,299.5,281.25,2,393
4184,42,1,343,355,404,382,382,1,382
4576,58,0,345,343.5,314,336.5,313.73,4,393
5166,42,1,414.5,396.5,468.4,443.44,434.71,16,442.2
5658,22,0,335,330,404,332.5,349.75,2,393
6248,57,1,343,355,407,407,407,1,393
7330,32,0,343,355,404,415,415,1,415
4084,27,0,343,355,404,384,413,0,393
7722,21,1,390,355,404,390,390,1,393
4476,32,1,343,355,332,332,332,1,393
5558,43,1,343,355,390,390,317.25,1,393
6640,35,1,343,315.5,404,315.5,384.8,2,393
546,27,1,343,355,583,583,583,1,393
1542,35,0,343,355,328,328,306,1,393
4436,32,1,343,355,404,352,352,1,352
5764,33,1,343,355,404,323,299.5,1,323
3225,36,0,343,307,404,307,277,1,393
8489,42,0,343,355,575,575,575,1,393
500,36,0,345,353,404,349,349,2,393
7493,27,0,343,355,384,384,384,1,393
1496,21,1,343,363,404,363,363,1,393
7161,45,1,343,355,404,303,273.75,1,303
6165,32,0,343,355,404,384,387,0,393
191,42,1,343,355,496,496,496,1,393
523,37,1,343,355,390,376,376,2,362
7470,34,1,318,355,364,341,341,2,393
6142,35,0,343,355,404,320.5,320.67,2,329
1519,36,1,343,355,289.5,289.5,279.2,2,393
4290,44,1,409,355,375,392,375,2,393
1711,39,0,441,441,441,441,441,3,393
7616,62,1,343,355,404,384,389,0,393
7639,37,1,343,355,421,421,421,1,393
354,57,1,343,355,314,314,314,1,393
477,45,1,343,355,328,328,295.5,1,393
1688,57,1,343,355,404,546,546,1,546
6969,37,1,343,355,361,340,403.25,2,319
3016,37,1,343,357,404,357,357,1,393
7662,57,1,343,355,404,416,416,1,416
4244,47,1,343,355,466,466,466,1,393
4413,43,1,343,355,498,498,431.5,1,393
331,23,1,377,355,298.5,302.4,269.14,5,269
7808,33,1,343,307,404,307,307,1,393
4267,52,1,343,355,494,494,482,1,393
2939,32,1,343,355,404,384,347,0,393
4891,57,1,366,355,404,366,366,1,393
5887,35,0,343,355,378,378,321,1,393
268,16,1,343,355,518,518,518,1,393
1559,45,1,343,355,404,479,479,1,479
2770,55,1,343,355,404,394,381,1,394
4098,26,1,343,355,404,384,371.33,0,393
7407,21,1,343,355,382,382,382,1,393
669,41,1,248,355,404,248,231.8,1,393
6411,33,0,343,355,404,359,334.5,1,359
1751,37,1,343,355,404,331,331,1,331
1997,47,1,228,355,404,228,228,1,393
2578,37,1,343,355,440,440,440,1,393
3079,36,1,343,320,404,320,281.5,1,393
6079,42,1,343,355,404,384,344,0,393
4937,42,1,325,313,351,329.67,351.15,3,393
5933,53,1,343,355,404,351,340.5,1,351
6019,43,1,343,366,404,366,351.5,1,393
1605,52,0,343,355,404,384,377,1,393
7015,27,1,343,355,404,377,377,1,377
4307,49,1,343,355,474,474,406.5,1,393
22,26,0,343,349,324,336.5,323.67,2,393
8635,32,0,343,355,404,545,545,1,545
2143,57,1,343,355,560,560,560,1,393
5973,27,0,343,355,404,384,378,0,393
4499,16,0,343,355,404,359,336.33,1,359
4745,27,1,343,355,404,463,463,1,463
5827,24,1,331,323,446,366.67,366.8,3,393
2335,32,1,343,355,404,289,289,1,289
3417,42,0,343,355,404,355,355,1,355
3663,52,1,343,355,404,348,348,1,348
4353,47,0,503.5,355,541,517.67,501.69,6,502
3271,27,1,343,355,404,369,369,1,369
8681,42,1,343,355,404,256,256,1,256
2189,42,1,343,355,404,425,425,1,425
7599,27,1,343,311,404,311,311,1,393
629,24,1,343,355,264,264,232,1,393
1127,42,1,343,355,404,313,313,1,313
108,27,1,343,355,330,330,330,1,393
606,36,0,343,372,356,361.33,355.75,3,356
6557,43,1,331,355,404,331,324.5,1,393
8266,47,0,343,355,404,384,383,0,393
1104,37,1,343,355,404,384,276,0,393
7055,27,0,343,355,404,384,548,0,393
8074,35,1,294,268.5,277,277,272.63,4,393
4828,32,1,400,355,404,400,420.17,1,393
414,47,1,343,355,404,341,314.5,1,341
915,47,0,343,355,404,404,404,1,404
7078,47,1,343,355,404,478,411.5,1,478
7247,21,0,343,355,578,578,486.17,1,393
3832,37,1,353,348,348,349.25,348,4,348
4161,27,1,343,355,404,415,415,1,415
8097,47,1,286,355,404,286,286,1,393
4851,41,1,343,355,404,325,282.33,1,325
8552,27,1,359,355,404,359,359,1,393
437,42,1,343,314,404,314,285.33,1,393
8031,27,1,335,355,404,335,335,1,393
3875,37,0,343,355,404,408,408,1,408
5518,35,1,343,285.33,273,280.4,273,5,393
3354,33,1,234,355,404,234,202.05,1,393
3852,21,0,343,355,404,548,548,1,548
4659,45,1,343,355,522,522,437,1,393
5326,42,1,343,355,404,393,393,2,393
1413,39,0,343,355,366,366,328.57,1,393
6580,33,0,401,384.5,404,390,383.33,3,393
2080,32,1,343,355,404,384,398,0,393
3162,21,0,343,355,404,384,587,0,393
8054,42,1,343,355,538,531,531,2,524
5349,47,1,343,355,404,364,364,1,364
3185,27,0,343,355,404,528,528,1,528
2103,27,1,343,355,404,384,337,0,393
2793,37,1,343,355,404,384,281,0,393
8223,37,0,343,355,384,384,384,1,393
6102,35,0,343,355,436,412.5,389,2,389
1774,24,1,343,355,362,362,264,1,393
6600,43,1,352,355,404,352,334.14,1,393
2272,37,1,343,355,404,464,464,1,464
4914,37,1,343,307,404,307,281,1,393
5910,36,0,343,355,404,338,309.75,1,338
1582,26,1,343,444,404,444,417.67,1,393
6992,32,0,343,355,551,551,551,1,393
2664,52,1,343,355,404,438,438,1,438
5996,27,0,343,355,404,384,339,0,393
5306,40,1,343,303,404,303,303,1,393
6388,37,1,343,355,472,472,472,1,393
2601,27,0,399,355,404,399,399,1,393
3683,33,0,343,355,404,384,433,0,393
45,47,1,343,355,404,373,373,1,373
2209,53,0,406,347,465,406,346.56,3,393
5020,40,1,365,355,337,351,337,2,393
7184,33,1,371,355,385.5,380.67,363.25,3,393
2856,32,1,343,355,404,339,339,1,339
4330,37,1,343,300,404,300,300,1,393
5412,24,1,343,355,422,422,422,2,393
7576,42,0,343,355,404,388,388,1,388
8658,37,1,337,355,404,337,337,1,393
1084,27,0,343,355,404,382,382,1,382
2166,27,1,343,355,444,444,444,1,393
3248,42,0,343,355,404,384,311,0,393
6494,42,1,343,355,404,384,310,0,393
7968,33,1,343,302.5,404,302.5,287.25,2,393
4722,57,1,343,355,404,341,341,1,341
5804,52,1,343,355,418,418,418,1,393
2017,25,0,343,355,404,467,467,1,467
6886,21,0,343,442,404,442,457.5,1,393
2558,42,1,360,355,404,360,336.83,1,393
935,52,1,343,355,404,384,310,0,393
3640,21,1,343,355,404,398,398,1,398
6285,49,1,343,355,363,363,374.5,1,393
1376,37,1,343,356,404,356,356,1,393
6949,47,1,343,355,404,429,429,1,429
4270,33,0,343,355,419,419,417,1,393
4934,21,1,347,355,404,347,347,1,393
6262,35,1,339,355,481,410,412.5,2,393
1399,21,0,343,355,404,356,356,1,356
3391,37,1,343,355,404,460,460,1,460
4247,32,1,343,355,404,493,493,1,493
4911,32,1,343,362,404,362,338.5,1,393
497,42,0,309,291,404,300,290.67,2,393
7164,37,1,343,339,358,351.67,358.17,3,358
2750,29,0,343,355,401,401,345,1,393
7828,62,1,343,355,404,384,570,0,393
3414,37,0,343,355,285,285,285,1,393
4765,33,1,296,355,404,296,392,1,393
4888,47,1,343,355,404,487,487,1,487
5429,52,0,396,389,445,427.25,427.25,4,479
2773,41,1,312.5,313,404,312.67,326.8,3,393
2896,47,1,334,355,404,334,334,1,393
3437,33,1,343,409.5,404,409.33,334.6,3,409
4224,55,1,343,355,336,336,336,1,393
7705,47,1,343,420,404,420,420,1,393
7782,23,0,343,330,349,339.5,329.63,2,393
4788,41,1,343,400,443,409.67,385.88,3,386
8369,33,0,343,355,386,386,330.75,1,393
5452,37,1,343,285,404,285,276.5,1,393
5790,43,1,343,355,376,347.5,319,2,393
7805,44,1,371,359,404,352.33,337.88,3,327
4811,47,1,343,337,404,337,337,1,393
8346,52,0,397,355,404,397,397,1,393
5475,21,1,343,355,404,338,338,1,338
6803,32,0,343,355,404,375,375,1,375
8323,32,0,343,355,494,494,494,1,393
5744,52,1,343,342,404,342,375.25,1,393
6331,40,1,296,299,404,297,278.92,3,393
6408,37,1,343,357,404,357,357,1,393
7490,57,1,343,355,404,384,426,0,393
6826,32,1,343,355,404,384,421,0,393
5767,42,1,343,355,404,315,315,1,315
6308,46,1,343,392.67,393.5,396.71,405.87,7,406
6849,32,1,343,402,404,402,402,1,393
6872,42,0,343,355,324,324,324,1,393
3706,33,0,343,355,404,384,367,0,393
374,43,1,343,355,404,384,295.5,0,393
3955,37,1,343,355,404,303,303,1,303
5721,27,0,343,355,404,487,487,1,487
1061,42,1,343,355,404,289,289,1,289
1940,36,1,332,336.5,507,379.4,322.71,5,385
7264,42,1,351,336,405,364,329.78,3,393
4393,42,1,343,355,404,384,319,0,393
5329,52,1,343,355,404,475,475,1,475
8246,42,1,343,355,404,384,494,0,393
2332,43,1,343,355,404,384,288.5,0,393
4347,27,1,343,355,404,522,522,1,522
3314,52,1,343,355,404,384,313,0,393
8638,44,0,343,355,404,384,342.2,0,393
2873,37,1,343,438,404,438,438,1,393
317,40,0,343,402,404,402,382,1,393
520,21,1,343,355,404,351,351,1,351
858,40,1,374,355,404,374,344,1,393
2481,47,0,343,355,404,384,657,0,393
420,43,1,343,371,449.5,417,398,4,393
812,47,1,343,355,404,364,364,1,364
1353,28,0,343,355,406,391.5,377,2,377
1894,27,1,343,355,341,341,341,1,393
2435,44,1,343,355,507,507,387.06,1,393
271,32,1,343,355,404,384,667,0,393
961,37,1,343,369,404,369,369,1,393
1791,31,1,357,355,404,357,294.33,1,393
6534,27,1,343,355,404,361,361,1,361
2953,42,0,293,355,404,293,293,1,393
5870,27,1,343,355,404,384,299,0,393
7885,43,1,343,355,311,311,264,1,393
5893,37,1,343,355,486,486,486,1,393
938,32,0,343,355,404,554,554,1,554
1602,42,1,334,355,404,334,307.5,1,393
8243,42,0,343,366,404,366,366,1,393
4496,32,0,343,355,594,594,594,1,393
7579,24,1,343,371,443,407,407,2,393
6746,32,1,343,355,309,309,309,1,393
3165,26,0,343,355,451,424.5,398.22,2,398
3829,35,1,417,382,404,399.5,362.25,2,393
8220,47,1,343,355,404,395,395,1,395
4519,32,1,343,355,404,368,368,1,368
105,25,0,343,355,518,518,404.67,1,393
1814,37,0,343,355,404,467,467,1,467
3855,43,1,343,327.5,404,327.5,320.67,2,393
3806,32,1,343,355,280,280,280,1,393
5203,35,1,343,355,404,389,356.5,1,389
7367,37,1,343,355,404,312,312,1,312
3288,39,1,343,341,415,378,352,2,393
6205,38,1,343,355,425,425,370.33,1,393
2624,32,0,351,355,359,355,355,3,393
4639,57,0,343,355,404,402,352,1,402
5180,42,1,343,355,346,346,346,1,393
7344,52,1,343,440,404,440,442.5,1,393
3188,21,1,343,355,404,384,377,1,393
2647,47,0,343,355,445,445,445,1,393
5352,35,1,343,355,404,384,467,0,393
7908,28,1,343,439,500,469.5,500,2,393
4662,27,0,343,355,596,596,596,1,393
4370,22,0,343,474,404,474,460,1,393
789,27,1,343,355,404,439,439,1,439
1038,52,1,343,355,523,523,523,1,393
7038,53,1,343,355,404,464,409,1,464
7287,47,0,343,395,404,395,395,1,393
8449,42,1,343,355,404,384,316,0,393
4121,27,0,343,355,404,462,462,1,462
397,42,0,343,355,404,355,355,1,355
6434,62,1,318,355,404,318,302.89,1,393
2106,42,0,343,355,404,362,362,1,362
3729,42,1,343,355,404,384,297,0,393
5664,45,1,343,355,404,355,316,1,355
8661,39,1,343,355,449,449,384.75,1,393
7075,32,1,343,355,392,392,392,1,393
5993,47,0,343,355,404,384,474,0,393
5,13,1,343,355,404,384,377,0,393
2747,38,1,343,355,404,384,319,0,393
7679,25,0,343,355,351,351,327,1,393
5601,33,1,343,355,362,362,330,1,393
1273,52,1,343,355,540,540,540,1,393
2355,52,1,343,355,404,323,303,1,323
3978,43,1,343,355,323,323,280.17,1,393
5060,42,1,343,355,404,384,523,0,393
646,27,0,343,355,404,384,429,0,393
732,47,1,343,355,404,384,387,0,393
8120,56,1,319,322,347,327.5,322.25,4,322
1871,37,1,343,355,436,436,436,1,393
4035,54,1,282,310,404,319.33,292,3,366
8512,27,0,343,347,404,347,347,1,393
1479,47,1,343,355,404,412,412,1,412
2020,37,0,343,355,404,384,343,0,393
248,43,0,343,355,404,424,387.5,1,424
1330,21,1,343,362,404,362,362,1,393
2412,27,1,343,343,404,343,343,1,393
3494,18,0,343,355,404,472,446.5,1,472
6119,25,1,343,337,404,337,311.67,1,393
7115,27,1,343,355,404,526,526,1,526
5123,37,0,343,355,404,384,443,0,393
5100,21,1,343,474,404,474,524,1,393
6096,37,0,343,355,404,485,421,1,485
1565,37,0,343,289,404,289,289,1,393
4104,32,1,343,355,404,384,318,0,393
168,43,1,389,355,404,389,404,1,393
1164,52,1,343,355,404,343,343,1,343
1187,37,1,343,355,325,325,325,1,393
7138,21,1,343,355,404,384,362,0,393
2183,32,1,343,355,404,384,493,0,393
1705,32,1,343,355,404,384,377,1,393
3039,27,1,343,355,474,474,474,1,393
5618,44,1,343,355,404,384,271,0,393
3626,57,0,343,355,404,399,399,1,399
5641,52,1,343,545,404,545,545,1,393
7516,37,0,334,355,404,334,334,1,393
1024,45,1,343,354,404,354,313.17,2,393
6975,42,1,343,326,404,326,354.8,1,393
5077,21,1,343,355,404,369,369,1,369
8495,27,1,343,270,404,270,270,1,393
3085,46,1,338,345,369,350.67,324.2,3,393
3580,37,0,343,355,404,554,554,1,554
8472,25,1,343,355,404,462,378.5,1,462
185,43,0,358,378,404,385.67,383.25,3,421
3062,42,1,343,355,404,505,505,1,505
3603,26,1,343,414,404,414,380.75,1,393
623,21,1,343,355,404,317,317,1,317
2544,42,1,343,355,404,347,405,1,347
3125,42,1,343,354,419,386.5,386.67,2,393
7453,27,1,343,355,404,384,461,0,393
4559,36,1,343,330,404,344.5,320.2,2,359
231,12,1,324,355,404,324,282.83,1,393
3563,39,1,343,461,491,468.33,461,3,453
7656,39,1,343,302,404,302,302,2,302
5578,37,1,343,355,404,357,357,1,357
1250,42,1,343,355,404,317,317,1,317
6660,37,1,343,355,404,337,337,1,337
2246,21,1,285,355,404,285,285,1,393
6574,42,1,343,355,404,384,453,0,393
1642,35,0,343,368.5,425,387.33,374.2,3,393
2724,32,1,343,258,404,258,258,1,393
3265,37,1,343,355,404,384,498,0,393
5037,42,0,365,355,404,365,365,1,393
8535,42,0,343,329,365,370,357,3,416
709,35,1,343,355,404,355,336.5,1,355
7201,52,1,295,297,325,305.67,305.67,3,393
2043,53,1,343,355,404,384,388,0,393
4645,27,0,343,318,404,318,501.5,1,393
5186,32,1,409,355,404,409,409,1,393
3022,27,1,343,355,350,350,293.67,1,393
7994,47,1,343,367,404,367,349,1,393
1502,24,0,343,355,404,451,416,1,451
6912,27,1,343,323,404,323,323,1,393
2584,32,0,343,344,404,344,329,2,393
3666,47,1,343,470,404,483,495.86,2,496
4599,58,1,357.67,368.25,359,361.11,344.67,9,393
5681,21,0,368,355,404,368,368,1,393
2976,52,0,343,355,404,498,2312.5,1,498
3517,39,0,343,355,472,420.5,341.25,2,393
5140,52,1,343,355,404,384,348,0,393
4058,37,1,343,355,404,368,368,1,368
4708,27,0,343,355,416,416,416,1,393
5704,37,1,343,355,404,599,599,1,599
6700,34,0,343,355,404,297,285.75,1,297
2787,21,1,343,355,404,451,451,1,451
7719,39,1,358,355,404,358,352.67,1,393
772,42,1,343,473,404,473,473,1,393
1768,42,1,343,367,404,367,355,1,393
6723,33,0,343,403,403,403,403,2,393
5492,21,1,343,355,404,525,525,1,525
82,52,1,343,355,413,413,413,1,393
7954,47,1,343,355,267,271,271,2,275
8197,20,1,343,355,404,617,506,1,617
