PARTICIPANT_ID,AGE,GENDER,AvgTimeForMontrealMarathon2012,AvgTimeForMontrealMarathon2013,AvgTimeForMontrealMarathon2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForMontrealMarathon2015
4362,42,-1,0,0,374,374,374,1,0
4363,27,1,0,0,0,353,353,1,353
4364,34,1,0,0,0,171,428,1,171
4365,41,1,0,90.25,0,90.25,178,1,0
4366,53,1,16.75,15.65,0,32.4,245.7,3,0
4367,36,0,59.5,59.5,0,119,349.83,2,0
4368,29,-1,0,0,220.5,220.5,393.5,1,0
4369,53,-1,0,0,0,230,393,1,230
4370,22,-1,0,237,0,237,460,1,0
4371,21,-1,0,450,0,450,450,1,0
4372,57,1,0,0,0,426,426,1,426
4373,45,-1,0,0,0,0,328,0,0
4374,32,-1,0,0,0,444,444,1,444
4375,35,1,0,198,0,414,414,2,0
4376,37,-1,399,0,0,399,399,1,0
4377,35,-1,0,0,0,167,312,1,167
4378,42,1,0,0,0,297,297,1,297
4379,42,1,0,0,0,460,460,1,460
4380,37,1,0,0,317,317,317,1,0
4381,47,1,0,88.75,0,172.75,252.25,2,0
4382,51,-1,182,189.5,0,371.5,371.5,2,0
4383,21,1,0,0,347,347,347,1,0
4384,47,1,0,359,0,359,359,1,0
4385,22,1,0,89.5,0,181,181,3,0
4386,41,1,0,0,0,0,111.83,1,0
4387,47,-1,0,96.75,0,96.75,268.25,1,0
4388,41,0,0,0,0,72,330,1,72
4389,49,-1,0,150,0,150,439.5,1,0
4390,55,1,0,0,0,0,478,0,0
4391,37,-1,0,0,0,392,392,1,392
4392,32,-1,0,0,513,513,513,1,0
4393,42,1,0,0,0,0,319,0,0
4394,37,1,158,0,0,158,158,2,0
4395,52,-1,0,0,475,475,475,1,0
4396,53,-1,0,0,0,234,415,1,234
4397,32,1,315,0,0,315,315,1,0
4398,27,1,0,0,0,375,375,1,375
4399,58,1,59.5,0,0,121.83,356.67,2,0
4400,21,1,0,0,0,276,276,1,276
4401,47,1,0,0,456,456,456,1,0
4402,43,-1,0,0,0,203,398,1,203
4403,33,-1,0,0,0,54.17,242.83,1,54.17
4404,47,1,0,0,0,221.5,467,1,221.5
4405,32,1,0,197.5,0,197.5,372,1,0
4406,36,1,0,37.33,46.33,83.67,186.67,5,0
4407,67,1,0,0,0,429,429,1,429
4408,34,1,164.5,168.5,0,333,333,2,0
4409,52,1,0,0,0,373,373,1,373
4410,36,1,0,158.67,0,158.67,287.67,1,0
4411,42,-1,83,0,0,166,317,2,0
4412,27,1,0,0,475,475,475,1,0
4413,43,1,0,0,249,249,431.5,1,0
4414,27,-1,0,0,0,0,293,0,0
4415,21,1,0,0,0,0,637,0,0
4416,27,-1,0,0,0,467,467,1,467
4417,42,1,0,0,132.67,132.67,241.67,1,0
4418,26,1,116.33,0,0,116.33,225,2,0
4419,53,-1,0,0,0,219,392,1,219
4420,37,1,0,0,215,215,432,1,0
4421,37,-1,0,0,0,0,255.5,0,0
4422,61,-1,113.67,0,0,235.67,235.67,2,0
4423,33,-1,64.17,0,0,64.17,289,1,0
4424,42,-1,0,0,0,441,441,1,441
4425,52,1,0,379,0,379,379,1,0
4426,42,1,0,0,0,0,482,0,0
4427,52,1,0,0,0,573,573,1,573
4428,32,-1,0,0,0,285,285,1,285
4429,29,1,0,0,0,90,299,1,90
4430,37,1,405,0,0,405,405,1,0
4431,42,1,0,0,0,0,286,0,0
4432,25,1,0,0,0,0,234.67,0,0
4433,52,1,0,0,0,0,267,0,0
4434,42,1,0,0,217.5,217.5,217.5,2,0
4435,21,1,0,0,0,188.5,188.5,1,188.5
4436,32,1,0,0,0,352,352,1,352
4437,37,1,0,0,0,0,311,0,0
4438,54,-1,0,0,78.17,78.17,353.33,1,0
4439,42,1,0,0,0,0,368,0,0
4440,25,-1,0,0,157.33,157.33,390.33,1,0
4441,32,-1,408,0,0,408,408,1,0
4442,33,1,83.25,86.25,0,169.5,242.75,3,0
4443,36,1,0,0,107.8,187,315.8,3,0
4444,21,-1,0,0,0,374,374,1,374
4445,47,1,0,300,0,300,300,1,0
4446,27,1,0,0,405,405,405,1,0
4447,52,1,0,0,0,511,511,1,511
4448,27,-1,409,0,0,409,409,1,0
4449,45,1,72.2,0,0,72.2,199.6,3,0
4450,27,-1,366,0,0,366,366,1,0
4451,37,1,0,0,0,389,389,1,389
4452,37,1,0,0,268,268,268,1,0
4453,67,1,0,0,395,395,395,1,0
4454,47,1,0,168.5,0,168.5,309.5,1,0
4455,45,-1,0,20.32,0,20.32,144.42,1,0
4456,50,1,0,0,212.5,212.5,346,1,0
4457,35,1,0,0,0,215,380.5,1,215
4458,33,1,0,0,88.2,88.2,317,1,0
4459,27,-1,0,0,0,0,521,0,0
4460,22,1,0,0,0,134.5,233.5,1,134.5
4461,32,1,0,0,0,552,552,1,552
4462,42,1,0,0,387,387,387,1,0
4463,42,1,0,0,516,516,516,1,0
4464,37,1,0,0,0,357,357,1,357
4465,21,1,0,476,0,476,476,1,0
4466,44,1,78.2,0,0,78.2,370.8,1,0
4467,33,-1,72.8,0,0,72.8,381,1,0
4468,47,1,0,0,118.2,118.2,411.4,1,0
4469,27,-1,0,410,0,410,410,1,0
4470,22,1,0,47.57,52.29,146.14,146.14,6,0
4471,15,1,0,95.75,0,95.75,328.25,1,0
4472,37,1,0,0,458,458,458,1,0
4473,41,1,0,0,58.29,110.86,369.29,2,0
4474,34,1,31,0,0,55.92,128,3,0
4475,32,1,0,0,0,373,373,1,373
4476,32,1,0,0,332,332,332,1,0
4477,22,1,0,0,0,152.5,394.5,1,152.5
4478,47,1,0,0,0,377,377,1,377
4479,33,1,0,78.4,0,78.4,345.2,1,0
4480,35,1,0,102.33,0,102.33,102.33,1,0
4481,47,1,0,0,0,387,387,1,387
4482,32,1,0,0,0,227,227,1,227
4483,35,1,0,0,0,265.33,382.33,2,132
4484,48,1,119,0,0,119,341.67,1,0
4485,27,-1,0,0,0,448,448,1,448
4486,42,-1,0,0,0,321,321,1,321
4487,46,0,29.36,0,34.82,64.18,174.91,3,0
4488,35,-1,0,0,0,203,360,1,203
4489,42,-1,0,203.5,0,411.5,411.5,2,0
4490,52,1,291,0,0,291,291,1,0
4491,43,1,0,0,0,154,154,1,154
4492,42,1,56.67,54.33,0,111,263.5,3,0
4493,47,1,135,189,162,486,486,3,0
4494,52,1,0,0,75.33,75.33,232.67,1,0
4495,27,1,0,0,0,166.25,292,2,67.5
4496,32,-1,0,0,0,0,297,1,0
4497,15,-1,0,110.25,0,110.25,379.75,1,0
4498,52,1,0,0,0,0,752,0,0
4499,16,-1,0,0,0,119.67,336.33,1,119.67
4500,42,1,0,0,0,287,287,1,287
4501,52,-1,0,0,453,453,453,1,0
4502,35,1,44.71,29,0,100.71,305.36,3,0
4503,53,-1,0,0,0,220,416,1,220
4504,27,1,0,0,0,0,635,0,0
4505,27,-1,0,0,0,450,450,1,450
4506,25,1,0,0,0,144,356.33,1,144
4507,27,1,38,0,0,38,210.5,2,0
4508,27,1,0,205.5,0,205.5,205.5,1,0
4509,32,-1,0,131.33,0,131.33,131.33,2,0
4510,52,1,0,0,0,290,290,1,290
4511,32,1,0,0,347,347,347,1,0
4512,55,1,0,56.25,0,56.25,335.88,1,0
4513,37,-1,0,353,0,353,353,1,0
4514,27,1,0,0,404,404,404,1,0
4515,37,1,135,0,0,135,263.5,1,0
4516,44,1,0,71.2,0,71.2,71.2,1,0
4517,27,1,319,0,0,319,319,1,0
4518,42,1,84.25,77,0,259.5,259.5,4,0
4519,32,1,0,0,0,368,368,1,368
4520,57,1,0,0,0,0,463,0,0
4521,53,1,67.6,62,0,129.6,297.8,3,0
4522,33,1,18.06,0,0,18.06,210,1,0
4523,26,1,0,0,0,0,208.33,0,0
4524,47,1,0,0,0,445,445,1,445
4525,52,1,0,0,108,199.25,417.5,2,0
4526,52,1,0,0,232,417.5,417.5,2,0
4527,25,-1,121.67,0,0,121.67,243,1,0
4528,42,1,0,0,0,278,278,1,278
4529,53,1,0,0,0,0,229.83,0,0
4530,32,-1,0,0,0,107,304.67,1,107
4531,32,-1,0,0,562,562,562,1,0
4532,37,-1,0,0,529,529,529,1,0
4533,37,1,0,0,0,278,278,1,278
4534,27,-1,0,458,0,458,458,1,0
4535,32,1,0,0,0,0,437.5,0,0
4536,45,1,0,0,0,0,351,1,0
4537,21,-1,0,0,222,222,434,1,0
4538,45,-1,0,0,0,0,297.5,0,0
4539,27,1,0,0,0,441,441,1,441
4540,25,-1,0,65,0,65,263,1,0
4541,21,1,0,0,0,0,285,0,0
4542,37,1,0,0,0,0,0,1,0
4543,21,1,0,92,0,92,188.67,1,0
4544,52,-1,0,0,0,0,529,0,0
4545,27,-1,0,0,441,441,441,1,0
4546,37,-1,0,0,0,0,485,0,0
4547,62,1,0,0,0,362,362,1,362
4548,43,1,58.25,58,0,116.25,277.25,2,0
4549,37,1,0,0,0,528,528,1,528
4550,38,-1,0,75.5,0,75.5,141.33,1,0
4551,35,1,0,0,0,0,138.5,1,0
4552,37,-1,0,0,0,373,373,1,373
4553,37,1,0,0,539,539,539,1,0
4554,44,1,0,0,148,148,394.33,1,0
4555,32,1,0,0,0,385,385,1,385
4556,21,1,0,0,0,429,429,1,429
4557,32,-1,195,0,0,195,392,1,0
4558,32,1,0,0,0,363,363,1,363
4559,35,1,0,0,0,137.8,256.2,2,71.8
4560,37,-1,41.38,37.5,43.88,163.88,239.5,5,41.13
4561,42,1,0,328,0,328,328,1,0
4562,34,1,38,0,0,164.75,312.75,4,0
4563,37,1,0,0,0,318,318,1,318
4564,38,-1,30.6,0,0,30.6,184.3,3,0
4565,27,1,349,0,0,349,349,1,0
4566,42,-1,0,0,0,0,343,0,0
4567,42,-1,0,0,183,362,362,2,179
4568,42,1,23.36,22.86,0,70.43,172.14,3,24.21
4569,57,1,0,0,0,362,362,1,362
4570,42,1,0,169.5,0,390.5,390.5,2,0
4571,27,-1,0,0,0,441,441,1,441
4572,62,1,0,0,0,0,378.33,0,0
4573,27,1,0,269,0,269,269,1,0
4574,42,1,0,0,266,266,266,1,0
4575,52,1,0,0,0,0,156,0,0
4576,58,-1,0,0,0,93.82,285.18,4,0
4577,32,1,0,0,379,379,379,1,0
4578,35,1,148.5,0,0,148.5,286.5,1,0
4579,35,1,0,0,184,184,184,2,0
4580,43,1,0,0,0,228,395.5,1,228
4581,37,-1,0,0,471,471,471,1,0
4582,37,1,158,0,0,158,297.5,1,0
4583,37,1,0,0,0,0,366.5,0,0
4584,47,-1,0,0,0,0,331,0,0
4585,67,1,0,0,0,482,482,1,482
4586,27,-1,373,0,0,373,373,1,0
4587,52,1,0,0,0,392,392,1,392
4588,37,-1,0,0,0,459,459,1,459
4589,43,1,0,0,0,0,413.33,0,0
4590,32,1,0,0,0,0,0,1,0
4591,32,-1,407,0,0,407,407,1,0
4592,32,1,345,0,0,345,345,1,0
4593,32,1,141.5,0,0,141.5,272,1,0
4594,47,-1,0,0,470,470,470,1,0
4595,51,-1,0,76.83,0,148.33,278.33,3,0
4596,21,1,0,0,0,412,412,1,412
4597,38,1,0,0,0,206,343,1,206
4598,43,-1,0,0,0,0,167.5,0,0
4599,56,1,28.67,35.58,29.92,270.83,344.67,9,0
4600,36,-1,0,0,0,0,307.2,0,0
4601,47,1,0,0,0,0,396,0,0
4602,16,1,0,0,0,0,386,0,0
4603,54,1,71.8,71.6,0,143.4,334.4,2,0
4604,22,1,0,0,0,193,338.5,1,193
4605,53,1,0,58.4,0,178.6,229.2,4,0
4606,27,1,0,0,0,295,295,1,295
4607,49,-1,41.11,0,0,82,164.89,2,0
4608,32,1,0,0,453,453,453,1,0
4609,32,1,0,0,0,0,327,0,0
4610,52,1,0,0,387,387,387,1,0
4611,37,1,0,0,0,339,339,1,339
4612,38,1,0,122.67,0,122.67,231.33,1,0
4613,30,-1,0,0,219,219,362.5,1,0
4614,21,1,0,0,499,499,499,1,0
4615,27,1,0,0,0,405,405,1,405
4616,16,1,0,0,0,137,262,1,137
4617,26,0,0,0,0,169.5,320,1,169.5
4618,37,1,0,0,337,337,337,1,0
4619,37,1,0,165.5,0,165.5,352.5,1,0
4620,43,-1,0,61.67,0,61.67,274.5,1,0
4621,25,0,0,0,0,66.75,300.75,1,66.75
4622,55,1,0,0,0,0,299,0,0
4623,21,1,0,0,330,330,330,1,0
4624,46,1,0,0,137.67,137.67,343,1,0
4625,62,1,0,0,136,136,342,1,0
4626,37,1,0,0,0,325,325,1,325
4627,23,1,0,0,129,129,219,1,0
4628,6,1,0,0,0,0,0,0,0
4629,32,-1,0,0,485,485,485,1,0
4630,47,1,0,0,0,204.75,204.75,4,66.25
4631,37,1,187.5,175.5,0,363,363,2,0
4632,37,1,0,0,0,0,458,0,0
4633,47,1,0,0,450,450,450,1,0
4634,53,1,0,0,0,0,217,0,0
4635,32,1,0,0,0,322,322,1,322
4636,25,-1,0,0,0,88.6,418.2,1,88.6
4637,54,1,0,99.67,0,201,332.67,2,101.33
4638,27,1,0,0,0,0,385,0,0
4639,57,-1,0,0,0,134,352,1,134
4640,52,-1,0,0,0,0,400,0,0
4641,21,1,0,0,135,135,135,1,0
4642,27,1,0,0,0,0,336,0,0
4643,32,-1,0,363,0,363,363,1,0
4644,51,1,116,0,0,116,325,1,0
4645,27,-1,0,159,0,159,501.5,1,0
4646,62,1,0,0,476,476,476,1,0
4647,52,1,0,0,0,0,260,0,0
4648,43,-1,0,0,0,129.33,334.67,1,129.33
4649,57,1,0,0,0,395,395,1,395
4650,52,1,0,0,358,358,358,1,0
4651,42,1,0,0,488,488,488,1,0
4652,32,-1,0,0,0,502,502,1,502
4653,47,-1,0,0,0,542,542,1,542
4654,52,1,0,0,0,356,356,1,356
4655,47,1,0,46.5,0,144.83,234.83,4,0
4656,42,-1,0,0,0,0,541,0,0
4657,42,-1,0,0,526,526,526,1,0
4658,52,1,0,0,0,387,387,1,387
4659,45,1,0,0,261,261,437,1,0
4660,32,-1,0,0,410,410,410,1,0
4661,34,1,58,0,0,58,309.4,1,0
4662,27,-1,0,0,596,596,596,1,0
4663,13,-1,0,0,77.2,143,281.8,2,0
4664,47,-1,0,0,249,249,249,1,0
4665,43,-1,181.5,0,0,181.5,360,1,0
4666,42,1,0,367,0,367,367,1,0
4667,37,1,0,0,0,0,317,0,0
4668,42,-1,0,0,0,0,382,0,0
4669,21,1,0,0,0,413,413,1,413
4670,35,1,171.5,0,0,171.5,327.5,1,0
4671,32,1,0,406,0,406,406,1,0
4672,27,-1,178,0,0,356.5,356.5,2,0
4673,42,-1,0,0,516,516,516,1,0
4674,32,1,56.17,53.67,61,170.83,322.5,3,0
4675,57,-1,0,383,0,383,383,1,0
4676,57,1,0,0,0,0,0,1,0
4677,38,1,0,0,116,223.67,311,2,0
4678,32,1,347,0,0,347,347,1,0
4679,44,1,0,0,24.54,24.54,43.92,1,0
4680,47,1,0,0,0,336,336,1,336
4681,52,1,0,0,0,495,495,1,495
4682,40,1,0,0,75.2,145.6,329.6,2,70.4
4683,36,-1,0,111.5,0,111.5,312,2,0
4684,42,1,0,0,0,0,120.09,5,0
4685,37,-1,0,0,268.5,268.5,486.5,1,0
4686,33,1,0,0,0,227.33,227.33,2,116
4687,37,-1,0,0,0,0,411,0,0
4688,27,1,0,372,0,372,372,1,0
4689,35,-1,0,0,0,203.5,378,1,203.5
4690,47,1,0,0,0,359,359,1,359
4691,47,-1,0,0,0,483,483,1,483
4692,42,-1,0,0,0,381,381,1,381
4693,46,-1,0,0,0,128.67,346,1,128.67
4694,40,1,34.22,0,0,138.11,202.67,6,0
4695,37,1,0,0,207.5,207.5,379,1,0
4696,47,-1,0,151.67,0,151.67,299.33,1,0
4697,37,1,310,0,0,310,310,1,0
4698,25,-1,0,0,0,0,407.5,0,0
4699,21,-1,0,0,0,295,295,1,295
4700,42,-1,0,0,238,238,424.5,1,0
4701,37,1,0,0,0,446,446,1,446
4702,44,-1,0,0,0,0,376.75,0,0
4703,37,-1,0,413,0,413,413,1,0
4704,42,-1,0,0,425,425,425,1,0
4705,43,1,0,0,86.4,86.4,355.2,1,0
4706,42,-1,0,0,491,491,491,1,0
4707,35,-1,0,0,93.67,93.67,186,2,0
4708,27,-1,0,0,416,416,416,1,0
4709,37,1,0,0,193.5,193.5,193.5,2,0
4710,42,1,0,313,0,313,313,1,0
4711,35,-1,174.5,0,0,174.5,319,1,0
4712,25,-1,0,129,147.67,276.67,450.67,2,0
4713,52,1,0,0,161.67,317,429.67,2,155.33
4714,57,1,0,0,0,455,455,1,455
4715,43,-1,0,0,20.41,20.41,110.41,2,0
4716,46,1,0,0,0,0,235.75,0,0
4717,26,-1,0,0,0,146,362,1,146
4718,18,1,0,193,0,193,352.5,1,0
4719,57,-1,0,0,417,417,417,1,0
4720,21,-1,0,343,0,343,343,1,0
4721,21,1,309,0,0,309,309,1,0
4722,57,1,0,0,0,341,341,1,341
4723,41,1,0,44.86,0,44.86,246.57,1,0
4724,47,1,0,0,0,340,340,1,340
4725,57,1,0,0,0,526,526,1,526
4726,32,-1,0,318,0,318,318,1,0
4727,33,-1,0,0,0,227.5,394,1,227.5
4728,52,1,0,383,0,383,383,1,0
4729,15,1,0,149,0,149,149,2,0
4730,39,-1,0,0,0,200.75,392.5,2,111
4731,10,0,0,0,0,162.33,162.33,1,162.33
4732,33,1,0,0,0,161.5,295,1,161.5
4733,31,1,79.75,0,0,153,330.25,2,0
4734,52,1,0,88,93.75,275.5,348,3,93.75
4735,37,-1,0,0,0,0,101,1,0
4736,42,1,0,0,0,0,290,0,0
4737,32,1,0,0,362,362,362,1,0
4738,37,-1,0,0,0,361,361,1,361
4739,35,1,0,434,0,434,434,1,0
4740,32,1,0,104.33,0,104.33,104.33,3,0
4741,42,1,0,0,0,351,351,1,351
4742,47,-1,0,0,0,488,488,1,488
4743,32,-1,0,0,0,0,484,0,0
4744,32,1,0,317,0,317,317,1,0
4745,27,1,0,0,0,463,463,1,463
4746,6,-1,0,0,0,0,0,0,0
4747,47,1,144.33,108.67,0,253,253,3,0
4748,33,1,0,27.5,0,56,153.7,5,0
4749,52,-1,0,0,0,570,570,1,570
4750,32,1,0,0,359,359,359,1,0
4751,33,1,0,0,64,129,233,3,0
4752,42,1,0,0,0,380,380,1,380
4753,32,1,321,0,0,321,321,1,0
4754,6,-1,0,0,0,0,0,0,0
4755,33,1,0,51.33,0,51.33,144.33,1,0
4756,52,1,0,0,0,0,334,0,0
4757,46,-1,49.83,0,0,98.33,226.83,2,0
4758,47,1,166,0,0,166,325,1,0
4759,37,-1,0,0,0,478,478,1,478
4760,42,1,0,0,0,332,332,1,332
4761,35,-1,176,0,0,176,336.5,1,0
4762,27,1,0,0,0,0,414,0,0
4763,62,1,0,0,0,301,301,1,301
4764,21,1,0,0,0,354,354,1,354
4765,33,1,49.33,0,0,49.33,196,1,0
4766,27,1,0,0,0,220.5,375,1,220.5
4767,33,1,0,23.79,0,23.79,74.64,1,0
4768,54,1,0,0,0,101,329,1,101
4769,37,0,0,170.5,0,170.5,439,1,0
4770,22,1,0,0,50,50,129.43,2,0
4771,37,1,0,0,0,384,384,1,384
4772,36,-1,0,0,191,191,349.67,1,0
4773,27,1,0,0,364,364,364,1,0
4774,35,1,0,79.5,93.75,173.25,322.75,2,0
4775,42,1,0,0,342,342,342,1,0
4776,32,-1,0,0,239,239,438,1,0
4777,43,1,43.86,45.71,52.29,141.86,221.71,3,0
4778,21,1,0,0,534,534,534,1,0
4779,52,1,0,0,0,496,496,1,496
4780,21,1,26.69,0,0,26.69,257.92,2,0
4781,33,1,0,0,0,177.5,376,1,177.5
4782,63,1,0,84,0,431.8,431.8,5,0
4783,22,-1,0,0,0,61.4,314.8,1,61.4
4784,21,1,0,0,136,279,279,2,0
4785,32,1,0,0,331,331,331,1,0
4786,22,1,0,0,0,224,387,1,224
4787,43,1,0,0,0,174,337.5,1,174
4788,41,1,0,25,27.69,52.69,120.5,3,0
4789,42,1,0,0,275,275,275,1,0
4790,42,1,0,0,0,538,538,1,538
4791,32,-1,0,0,0,0,425,0,0
4792,47,1,394,0,0,394,394,1,0
4793,27,1,0,433,0,433,433,1,0
4794,21,1,0,206.5,0,206.5,206.5,1,0
4795,24,-1,0,0,220,220,387.5,1,0
4796,32,1,0,0,0,330,330,1,330
4797,42,-1,0,0,0,507,507,1,507
4798,43,1,0,0,0,0,215,0,0
4799,42,1,119.33,0,0,119.33,234.67,1,0
4800,33,1,0,27,0,27,278.77,2,0
4801,42,1,0,0,471,471,471,1,0
4802,26,-1,0,0,28.5,59.75,237.42,5,0
4803,50,1,43.56,0,0,43.56,147.56,2,0
4804,37,1,0,348,0,348,348,1,0
4805,34,1,0,0,170.33,440.33,440.33,3,0
4806,42,1,0,384,0,384,384,1,0
4807,52,1,0,0,0,363,363,1,363
4808,44,-1,0,0,115.75,115.75,382.25,1,0
4809,33,-1,0,0,0,0,365,0,0
4810,56,-1,0,0,94.2,94.2,164.6,3,0
4811,47,1,0,337,0,337,337,1,0
4812,27,1,0,0,0,370,370,1,370
4813,32,1,0,0,0,0,0,1,0
4814,32,-1,0,398,0,398,398,1,0
4815,26,-1,0,0,143,143,255,1,0
4816,37,-1,0,0,0,473,473,1,473
4817,52,1,0,414,0,414,414,1,0
4818,32,1,0,0,0,0,451,0,0
4819,41,1,0,0,0,84,228.67,1,84
4820,52,1,0,0,0,0,457,0,0
4821,32,1,0,0,378,378,378,1,0
4822,47,1,0,0,0,0,513,0,0
4823,32,-1,0,415,0,415,415,1,0
4824,42,-1,0,0,0,0,372,0,0
4825,32,1,105.67,0,0,105.67,316.33,1,0
4826,35,1,0,0,177,177,308,1,0
4827,52,-1,0,0,448,448,448,1,0
4828,32,1,66.67,0,0,66.67,280.17,1,0
4829,27,-1,0,0,0,0,516,0,0
4830,13,1,0,0,0,0,0,0,0
4831,27,1,0,289,0,289,289,1,0
4832,27,-1,0,0,442,442,442,1,0
4833,27,1,0,0,586,586,586,1,0
4834,32,1,0,96,110,206,295,2,0
4835,27,1,0,0,0,0,240,0,0
4836,52,1,0,0,434,434,434,1,0
4837,32,1,0,74.75,0,139,201.75,3,0
4838,20,-1,0,0,0,0,69.5,1,0
4839,10,1,0,0,165,165,303,1,0
4840,52,-1,0,0,0,0,359,0,0
4841,50,1,0,64.75,0,64.75,187.25,2,0
4842,33,1,0,0,0,0,413.67,0,0
4843,32,1,0,177,0,177,177,1,0
4844,43,1,30,29.9,28.8,146.9,264.4,5,30.5
4845,52,-1,0,0,0,0,462,0,0
4846,52,1,361,0,0,361,361,1,0
4847,44,1,0,0,86.25,86.25,218.25,1,0
4848,42,1,0,0,0,326,326,1,326
4849,27,-1,342,0,0,342,342,1,0
4850,45,1,0,0,0,0,291,0,0
4851,41,1,0,0,0,108.33,282.33,1,108.33
4852,27,-1,0,0,0,338,338,1,338
4853,47,-1,0,0,527,527,527,1,0
4854,30,1,0,128.67,0,128.67,358.33,1,0
4855,27,1,0,330,0,330,330,1,0
4856,62,1,0,0,0,0,666,0,0
4857,52,1,353,0,0,353,353,1,0
4858,34,1,0,24.18,0,24.18,218.09,1,0
4859,47,-1,0,0,361,361,361,1,0
4860,27,1,0,110,0,110,293,1,0
4861,57,1,72.2,0,0,72.2,199,1,0
4862,0,0,0,0,0,0,299,0,0
4863,27,-1,0,396,0,396,396,1,0
4864,27,1,0,0,0,0,604,0,0
4865,34,1,0,73.25,71.25,144.5,217.75,2,0
4866,47,1,0,0,0,292,292,1,292
4867,42,-1,0,0,27.62,27.62,214.85,1,0
4868,26,-1,0,128.5,0,128.5,348,1,0
4869,25,-1,0,0,139.67,139.67,381,1,0
4870,43,1,0,12.04,0,25.27,197.54,3,0
4871,27,-1,334,0,0,334,334,1,0
4872,33,1,0,0,0,112.67,211.33,1,112.67
4873,43,1,0,0,0,211.5,384.5,1,211.5
4874,27,-1,0,0,575,575,575,1,0
4875,21,-1,0,0,357,357,357,1,0
4876,27,1,0,319,0,319,319,1,0
4877,47,1,0,0,421,421,421,1,0
4878,27,1,0,0,0,353,353,1,353
4879,21,-1,0,0,387,387,387,1,0
4880,43,-1,0,0,48.78,48.78,283.11,2,0
4881,36,-1,0,0,134,134,260,2,0
4882,33,1,110,102.33,0,212.33,355,2,0
4883,27,-1,0,0,0,545,545,1,545
4884,21,1,0,0,0,325,325,1,325
4885,38,1,0,101.67,0,101.67,288.33,1,0
4886,37,1,0,0,0,439,439,1,439
4887,32,1,0,0,0,329,329,1,329
4888,47,1,0,0,0,487,487,1,487
4889,35,1,0,0,0,110.67,304.33,1,110.67
4890,13,1,0,0,0,0,299,0,0
4891,57,1,366,0,0,366,366,1,0
4892,23,-1,0,63.29,0,63.29,325.86,2,0
4893,23,1,0,0,111.67,111.67,283.67,1,0
4894,37,1,0,0,0,291,291,1,291
4895,42,-1,0,0,0,583,583,1,583
4896,53,-1,0,0,0,201.5,376,1,201.5
4897,32,1,0,0,361,361,361,1,0
4898,46,1,0,0,0,0,252.67,0,0
4899,41,1,0,0,0,54,301.5,1,54
4900,29,-1,0,0,0,114.75,412,1,114.75
4901,53,-1,0,0,0,212,372.5,1,212
4902,52,1,0,0,0,0,444,0,0
4903,47,-1,0,0,0,375,375,1,375
4904,27,1,338,0,0,338,338,1,0
4905,27,-1,0,0,0,438,438,1,438
4906,32,1,0,0,0,0,296,0,0
4907,42,1,0,0,85,85,369.6,1,0
4908,37,1,0,366,0,366,366,1,0
4909,27,-1,0,0,412,412,412,1,0
4910,32,1,0,0,0,0,0,1,0
4911,32,1,0,181,0,181,338.5,1,0
4912,27,1,295,0,0,295,295,1,0
4913,48,1,0,0,86,162,310.75,2,0
4914,37,1,0,102.33,0,102.33,187.33,1,0
4915,52,1,0,0,0,380,380,1,380
4916,30,1,0,0,42.5,42.5,205.6,2,0
4917,48,1,0,48,0,48,229,1,0
4918,37,-1,0,0,0,0,399,0,0
4919,31,1,26.46,0,0,26.46,148.08,1,0
4920,36,-1,0,0,94.75,94.75,343.25,1,0
4921,57,1,0,0,0,0,400,0,0
4922,24,1,181.5,0,0,341,341,2,159.5
4923,31,1,75.2,0,0,75.2,342.4,1,0
4924,24,1,0,0,0,76,200.5,1,76
4925,36,-1,0,0,123,123,239.33,1,0
4926,28,1,0,0,61,118.83,307.83,2,57.83
4927,32,1,0,435,0,435,435,1,0
4928,53,1,84,0,0,84,231,2,0
4929,47,1,129.67,0,0,129.67,391,1,0
4930,42,1,0,0,0,444,444,1,444
4931,25,1,0,0,0,315,315,2,155.5
4932,27,1,0,0,0,411,411,1,411
4933,42,-1,0,0,0,486,486,1,486
4934,21,1,347,0,0,347,347,1,0
4935,32,-1,120.67,0,0,120.67,331.33,1,0
4936,21,1,0,0,0,426,426,1,426
4937,42,1,25,0,0,49.08,162.15,3,0
4938,57,1,0,0,0,394,394,1,394
4939,54,1,0,57.17,0,57.17,366,1,0
4940,32,1,0,0,486,486,486,1,0
4941,27,1,0,185.5,0,185.5,319.5,1,0
4942,32,1,0,0,0,333,333,1,333
4943,47,-1,0,0,0,559,559,1,559
4944,21,1,0,0,500,500,500,1,0
4945,42,1,0,0,0,0,0,1,0
4946,53,1,0,21.31,0,21.31,269.13,1,0
4947,32,1,0,0,0,0,316,0,0
4948,39,-1,0,0,0,239,451.5,1,239
4949,37,-1,0,0,132.33,247.33,247.33,3,0
4950,37,-1,0,0,0,0,634,0,0
4951,29,1,191.5,0,0,191.5,191.5,1,0
4952,42,-1,0,0,492,492,492,1,0
4953,42,1,0,0,0,0,0,1,0
4954,42,1,0,0,0,307,307,1,307
4955,35,-1,0,66.33,0,66.33,295.83,1,0
4956,31,1,0,0,0,0,92.44,1,0
4957,32,-1,221.5,234.5,0,456,456,2,0
4958,43,-1,0,0,78,141.33,356.67,2,0
