,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL
12724,4038,2015-02-22,YMCA Half Marathon,Half-Marathon,01:40:57,M40-44,M,2015-02-22,22,2015,6,2,12724,"PETERBOROUGH, ON",0
12725,4038,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,03:58:58,M40-44,M,2014-10-19,19,2014,6,10,12725,"TORONTO, ON",1
12726,4038,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:55:49,M40-44,M,2014-09-28,28,2014,6,9,12726,"MONTREAL, QC",1
12727,4038,2014-09-20,Oasis Zoo Run,10km Run,00:46:10,M40-44,M,2014-09-20,20,2014,5,9,12727,"TORONTO, ON",0
12728,4038,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M40-44,M,2014-05-25,25,2014,6,5,12728,"OTTAWA, ON",1
12729,4038,2014-03-30,Around the Bay Road Races,30K Marathon,02:50:17,M40-44,M,2014-03-30,30,2014,6,3,12729,"HAMILTON, ON",0
12730,4038,2013-08-17,A Mid Summer Nights Run,30K Marathon,02:45:52,M40-49,M,2013-08-17,17,2013,5,8,12730,"TORONTO, ON",0
12731,4038,2013-05-26,Ottawa Race Weekend,Marathon,-1,M40-44,M,2013-05-26,26,2013,6,5,12731,"OTTAWA, ON",1
12732,4038,2013-03-24,Around the Bay Road Races,30K Marathon,02:52:11,M40-44,M,2013-03-24,24,2013,6,3,12732,"HAMILTON, ON",0
12733,4038,2013-03-03,Chilly Half Marathon & Frosty 5km,Half Marathon Run,02:11:17,M40-44,M,2013-03-03,3,2013,6,3,12733,"BURLINGTON, ON",0
12734,4038,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,04:07:53,M40-44,M,2012-10-14,14,2012,6,10,12734,"TORONTO, ON",1
12735,4038,2012-08-18,A Mid Summer Nights Run,30K Marathon,02:49:53,M40-49,M,2012-08-18,18,2012,5,8,12735,"TORONTO, ON",0
12736,4038,2012-05-13,Sporting Life 10K,10K Marathon,00:51:12,M40-44,M,2012-05-13,13,2012,6,5,12736,"TORONTO, ON",0
12737,4039,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:23:34,F40-44,F,2014-09-28,28,2014,6,9,12737,"MONTREAL, QC",0
12738,4039,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,02:38:27,F40-49,F,2014-06-28,28,2014,5,6,12738,"SHERBROOKE, QC",0
12739,4039,2013-09-22,Marathon Oasis de Montreal,Marathon,05:29:04,F40-44,F,2013-09-22,22,2013,6,9,12739,"MONTREAL, QC",1
12740,4039,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:49:59,F40-44,F,2012-09-23,23,2012,6,9,12740,"MONTREAL, QC",0
12741,4040,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:55:16,M50-54,M,2015-09-20,20,2015,6,9,12741,"MONTREAL, QC",1
12742,4041,2015-07-18,Triathlon de Québec,Triathlon Sprint,01:17:12,F20-29,F,2015-07-18,18,2015,5,7,12742,"QUEBEC, QC",0
12743,4041,2014-09-21,Defi du Parc,Demi Marathon 21.1km,01:58:45,F25-29,F,2014-09-21,21,2014,6,9,12743,"SHAWINIGAN, QC",0
12744,4041,2013-05-26,Ottawa Race Weekend,Marathon,-1,F25-29,F,2013-05-26,26,2013,6,5,12744,"OTTAWA, ON",1
12745,4041,2012-09-23,Marathon Oasis de Montreal,Marathon,04:30:32,F25-29,F,2012-09-23,23,2012,6,9,12745,"MONTREAL, QC",1
12746,4042,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:56:43,M25-29,M,2015-09-20,20,2015,6,9,12746,"MONTREAL, QC",1
12747,4043,2015-06-21,LA FOULÉE DES PARCS,5K Road Race,00:29:29,M50-59,M,2015-06-21,21,2015,6,6,12747,"MONTREAL, QC",0
12748,4043,2015-06-21,LA FOULÉE DES PARCS,2 km,00:11:28,M50-59,M,2015-06-21,21,2015,6,6,12748,"MONTREAL, QC",0
12749,4043,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:46:59,M50-54,M,2014-09-28,28,2014,6,9,12749,"MONTREAL, QC",0
12750,4043,2014-06-15,La Foulee des Parcs,10K Marathon,00:55:38,M50-59,M,2014-06-15,15,2014,6,6,12750,"MONTREAL, QC",0
12751,4043,2014-06-15,La Foulee des Parcs,2 km,00:12:12,M50-59,M,2014-06-15,15,2014,6,6,12751,"MONTREAL, QC",0
12752,4043,2013-11-23,Le Defi des Peres Noel de la Fondation Hopital Pierre-Boucher,1 km,00:07:30,MALE,M,2013-11-23,23,2013,5,11,12752,"LONGUEUIL, QC",0
12753,4043,2013-09-22,Marathon Oasis de Montreal,10K Marathon,00:56:38,M45-49,M,2013-09-22,22,2013,6,9,12753,"MONTREAL, QC",0
12754,4043,2013-06-16,La Foulee des Parcs,1 km,00:07:44,M12+,M,2013-06-16,16,2013,6,6,12754,"MONTREAL, QC",0
12755,4043,2013-06-16,La Foulee des Parcs,5K Road Race,00:31:41,M40-49,M,2013-06-16,16,2013,6,6,12755,"MONTREAL, QC",0
12756,4044,2013-09-22,Marathon Oasis de Montreal,Marathon,04:06:00,M30-34,M,2013-09-22,22,2013,6,9,12756,"MONTREAL, QC",1
12757,4044,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:50:57,M30-34,M,2013-04-28,28,2013,6,4,12757,"MONTREAL, QC",0
12758,4044,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:47:05,M30-34,M,2012-09-23,23,2012,6,9,12758,"MONTREAL, QC",0
12759,4045,2013-09-22,Marathon Oasis de Montreal,Marathon,03:51:38,M35-39,M,2013-09-22,22,2013,6,9,12759,"MONTREAL, QC",1
12760,4045,2013-08-03,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,10K Marathon,00:46:22,M30-39,M,2013-08-03,3,2013,5,8,12760,ISLE-AUX-COUDRES,0
12761,4046,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:18:34,F55-59,F,2014-09-28,28,2014,6,9,12761,"MONTREAL, QC",1
12762,4046,2014-04-13,Toronto Yonge Street 10K,10 km Run,00:47:25,F55-59,F,2014-04-13,13,2014,6,4,12762,"TORONTO, ON",0
12763,4047,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:59:39,M60-64,M,2014-09-28,28,2014,6,9,12763,"MONTREAL, QC",1
12764,4047,2014-06-08,Demi marathon des pompiers de Shawinigan,Demi-Marathon,01:39:52,MALE,M,2014-06-08,8,2014,6,6,12764,"SHAWINIGAN, QC",0
12765,4047,2014-02-23,Defi Nordique,Triathlon Nordique Competitif Individuel,00:56:05,M60+,M,2014-02-23,23,2014,6,2,12765,"SHAWINIGAN, QC",0
12766,4047,2014-02-23,Defi Nordique,5km Raquette,00:32:53,M60+,M,2014-02-23,23,2014,6,2,12766,"SHAWINIGAN, QC",0
12767,4047,2013-10-13,Demi marathon des couleurs de Becancour,21.1 KM,01:32:01,M60-69,M,2013-10-13,13,2013,6,10,12767,BECANCOUR,0
12768,4047,2013-07-27,Festi-beach du Lac a la Tortue,10K Marathon,00:40:50,M60-69,M,2013-07-27,27,2013,5,7,12768,LAC A LA TORTUE,0
12769,4047,2013-07-06,Course du Festival Champetre de Saint-Thecle,10K Marathon,00:43:08,M60-69,M,2013-07-06,6,2013,5,7,12769,ST-THECLE,0
12770,4047,2013-06-09,Demi marathon des pompiers de Shawinigan,10K Marathon,00:40:53,M60+,M,2013-06-09,9,2013,6,6,12770,"SHAWINIGAN, QC",0
12771,4047,2013-04-28,Course du Cegep Trois-Rivieres,10K Marathon,00:41:43,M-VET III,M,2013-04-28,28,2013,6,4,12771,"TROIS-RIVIERES, QC",0
12772,4047,2013-03-03,Defi Nordique,Triathlon Nordique Individuel,00:48:07,M60-64,M,2013-03-03,3,2013,6,3,12772,"SHAWINIGAN, QC",0
12773,4047,2012-06-10,Demi marathon des pompiers de Shawinigan,5K Road Race,00:22:08,M60+,M,2012-06-10,10,2012,6,6,12773,"SHAWINIGAN, QC",0
12774,4048,2016-07-17,MEC Ottawa Triathlon Sprint,Triathlon Sprint,01:59:08,F35-39,F,2016-07-17,17,2016,6,7,12774,"INGLESIDE, ON",0
12775,4048,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:08:12,F35-39,F,2015-09-20,20,2015,6,9,12775,"MONTREAL, QC",0
12776,4049,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:07:49,F13+,F,2015-09-20,20,2015,6,9,12776,"MONTREAL, QC",0
12777,4050,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:30:23,F18-24,F,2015-09-20,20,2015,6,9,12777,"MONTREAL, QC",1
12778,4050,2015-05-30,Demi-Marathon des Vignobles,1 km,00:06:14,FEMALE,F,2015-05-30,30,2015,5,5,12778,"ST-PAUL-D'ABBOTSFORD, QC",0
12779,4051,2012-09-23,Marathon Oasis de Montreal,Marathon,03:55:51,F35-39,F,2012-09-23,23,2012,6,9,12779,"MONTREAL, QC",1
12780,4051,2012-06-30,Demi Marathon de Sherbrooke,Demi-Marathon,01:52:48,F30-39,F,2012-06-30,30,2012,5,6,12780,"SHERBROOKE, QC",0
12781,4051,2012-06-24,Ironman Mont-Tremblant 70.3,Overall 70.3,06:03:59,F35-39,F,2012-06-24,24,2012,6,6,12781,"MONT-TREMBLANT, QC",0
12782,4051,2012-05-27,Triathlon Duathlon d'Oka,Triathlon,01:32:06,F35-39,F,2012-05-27,27,2012,6,5,12782,"OKA, QC",0
12783,4051,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:47:49,F35-39,F,2012-04-29,29,2012,6,4,12783,"MONTREAL, QC",0
12784,4052,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:26:42,M30-34,M,2014-09-28,28,2014,6,9,12784,"MONTREAL, QC",0
12785,4052,2014-02-01,Triathlon d'hiver Saint-Donat,Triathlon format classique,01:47:49,M-SEN,M,2014-02-01,1,2014,5,2,12785,"ST-DONAT, QC",0
12786,4052,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:57:48,M30-34,M,2013-09-22,22,2013,6,9,12786,"MONTREAL, QC",0
12787,4052,2012-09-23,Marathon Oasis de Montreal,Marathon,04:02:43,M30-34,M,2012-09-23,23,2012,6,9,12787,"MONTREAL, QC",1
12788,4053,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:03:42,M40-44,M,2014-09-28,28,2014,6,9,12788,"MONTREAL, QC",0
12789,4053,2013-09-22,Marathon Oasis de Montreal,Marathon,03:42:36,M35-39,M,2013-09-22,22,2013,6,9,12789,"MONTREAL, QC",1
12790,4053,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:43:41,M30-39,M,2013-05-12,12,2013,6,5,12790,"CH�TEAUGUAY, QC",0
12791,4054,2012-09-23,Marathon Oasis de Montreal,Marathon,03:16:57,M35-39,M,2012-09-23,23,2012,6,9,12791,"MONTREAL, QC",1
12792,4055,2016-06-18,Courses Thematiques Tour du Lac Brome Merrell,Half-Marathon,02:21:23,F40-49,F,2016-06-18,18,2016,5,6,12792,"LAC-BROME, QC",0
12793,4055,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:31:46,F40-44,F,2014-09-28,28,2014,6,9,12793,"MONTREAL, QC",1
12794,4055,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:20:53,F40-44,F,2013-09-22,22,2013,6,9,12794,"MONTREAL, QC",0
12795,4055,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:00:57,F35-39,F,2012-09-23,23,2012,6,9,12795,"MONTREAL, QC",0
12796,4055,2012-03-25,Course et marche populaires de LaSalle,10K Marathon,00:53:48,F40-49,F,2012-03-25,25,2012,6,3,12796,"LASALLE, QC",0
12797,4056,2016-04-30,Marathon des Érables,Demi-Marathon,01:40:37,M40-49,M,2016-04-30,30,2016,5,4,12797,"MONT-SAINT-GR�GOIRE, QC",0
12798,4056,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:53:42,M45-49,M,2015-09-20,20,2015,6,9,12798,"MONTREAL, QC",1
12799,4056,2015-04-25,Demi-Marathon des Érables,Demi-Marathon,02:02:21,M40-49,M,2015-04-25,25,2015,5,4,12799,"MONT-SAINT-GR�GOIRE, QC",0
12800,4056,2013-09-22,Marathon Oasis de Montreal,Marathon,04:11:22,M40-44,M,2013-09-22,22,2013,6,9,12800,"MONTREAL, QC",1
12801,4056,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:54:06,M40-49,M,2013-08-25,25,2013,6,8,12801,"QUEBEC, QC",0
12802,4056,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:54:15,M40-44,M,2012-09-23,23,2012,6,9,12802,"MONTREAL, QC",0
12803,4056,2012-06-02,Course des iles,10K Marathon,00:51:21,M40-49,M,2012-06-02,2,2012,5,6,12803,"BOUCHERVILLE, QC",0
12804,4057,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:23,M18-24,M,2013-09-22,22,2013,6,9,12804,"MONTREAL, QC",1
12805,4058,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:48,M35-39,M,2015-09-20,20,2015,6,9,12805,"MONTREAL, QC",1
12806,4059,2013-09-22,Marathon Oasis de Montreal,Marathon,04:14:33,F35-39,F,2013-09-22,22,2013,6,9,12806,"MONTREAL, QC",1
12807,4060,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:37:16,F50-54,F,2014-09-28,28,2014,6,9,12807,"MONTREAL, QC",1
12808,4061,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:04:22,F18-24,F,2015-09-20,20,2015,6,9,12808,"MONTREAL, QC",1
12809,4062,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:44:10,M25-29,M,2015-09-20,20,2015,6,9,12809,"MONTREAL, QC",0
12810,4062,2015-05-10,Course MEC Montréal #3,21.1 KM,01:40:05,M20-29,M,2015-05-10,10,2015,6,5,12810,"MONTREAL, QC",0
12811,4063,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:00:22,F40-44,F,2014-09-28,28,2014,6,9,12811,"MONTREAL, QC",1
12812,4063,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,02:13:21,F40-49,F,2014-06-28,28,2014,5,6,12812,"SHERBROOKE, QC",0
12813,4063,2014-05-11,Defi Gerard Cote de St-Hyacinthe,15K Marathon,01:28:55,F40-44,F,2014-05-11,11,2014,6,5,12813,ST-HYACINTHE,0
12814,4063,2013-06-30,Triathlon Victoriaville,Triathlon Sprint,01:33:06,F40-49,F,2013-06-30,30,2013,6,6,12814,"VICTORIAVILLE, QC",0
12815,4064,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:13:25,F18-24,F,2015-09-20,20,2015,6,9,12815,"MONTREAL, QC",0
12816,4065,2012-09-23,Marathon Oasis de Montreal,Marathon,03:46:08,M30-34,M,2012-09-23,23,2012,6,9,12816,"MONTREAL, QC",1
12817,4066,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:12:40,M60-64,M,2014-09-28,28,2014,6,9,12817,"MONTREAL, QC",1
12818,4066,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,04:53:50,M55-59,M,2013-10-20,20,2013,6,10,12818,"TORONTO, ON",1
12819,4066,2013-09-22,Marathon Oasis de Montreal,Marathon,05:02:15,M55-59,M,2013-09-22,22,2013,6,9,12819,"MONTREAL, QC",1
12820,4067,2014-06-15,Tour du Lac Brome,20 KM,01:57:22,M40-49,M,2014-06-15,15,2014,6,6,12820,"LAC-BROME, QC",0
12821,4067,2013-09-22,Marathon Oasis de Montreal,Marathon,04:34:28,M35-39,M,2013-09-22,22,2013,6,9,12821,"MONTREAL, QC",1
12822,4067,2012-09-16,La Grande Vadrouille,10K Marathon,00:56:01,M30-39,M,2012-09-16,16,2012,6,9,12822,"VAUDREUIL, QC",0
12823,4068,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:47:03,M45-49,M,2015-09-20,20,2015,6,9,12823,"MONTREAL, QC",1
12824,4068,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:08:00,M45-49,M,2014-09-28,28,2014,6,9,12824,"MONTREAL, QC",1
12825,4068,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:43:11,M40-49,M,2014-06-28,28,2014,5,6,12825,"SHERBROOKE, QC",0
12826,4068,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:56:33,M40-49,M,2013-08-25,25,2013,6,8,12826,"QUEBEC, QC",1
12827,4068,2013-06-15,Tour du Lac Brome,Half-Marathon,01:55:01,M40-49,M,2013-06-15,15,2013,5,6,12827,"LAC-BROME, QC",0
12828,4069,2014-10-19,Classique Du Parc La Fontaine,10K Marathon,00:38:28,M50-59,M,2014-10-19,19,2014,6,10,12828,"MONTREAL, QC",0
12829,4069,2014-10-12,Le Cross Des Couleurs,10K Marathon,00:48:49,M50-59,M,2014-10-12,12,2014,6,10,12829,LES CEDRES,0
12830,4069,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:21:24,M50-54,M,2014-09-28,28,2014,6,9,12830,"MONTREAL, QC",1
12831,4069,2014-09-21,La Grande Vadrouille,10K Marathon,00:39:40,M50-59,M,2014-09-21,21,2014,6,9,12831,"VAUDREUIL, QC",0
12832,4069,2014-08-24,La Valse des coureurs,10K Marathon,00:39:33,M50-59,M,2014-08-24,24,2014,6,8,12832,"LAVAL, QC",0
12833,4069,2014-08-13,Le 5km Endurance,5K Road Race,00:19:27,M50-59,M,2014-08-13,13,2014,2,8,12833,"DOLLARD-DES-ORMEAUX, QC",0
12834,4069,2014-08-03,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:25:53,M50-59,M,2014-08-03,3,2014,6,8,12834,ST-ANNE-DE-BELLEVUE,0
12835,4069,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M50-54,M,2014-05-25,25,2014,6,5,12835,"OTTAWA, ON",1
12836,4069,2014-05-11,Au rythme de nos foulées Châteauguay,10K Marathon,00:40:08,M50-59,M,2014-05-11,11,2014,6,5,12836,"CH�TEAUGUAY, QC",0
12837,4069,2014-04-13,Course Saint-Laurent,5K Road Race,00:19:36,M50-59,M,2014-04-13,13,2014,6,4,12837,"ST-LAURENT, QC",0
12838,4069,2014-03-30,Course et marche populaires de LaSalle,10K Marathon,00:42:55,M50-59,M,2014-03-30,30,2014,6,3,12838,"LASALLE, QC",0
12839,4069,2014-02-16,Défi Hivernal Ile Bizard,10K Marathon,00:42:18,M50-59,M,2014-02-16,16,2014,6,2,12839,ILE BIZARD,0
12840,4069,2013-10-13,Le Cross Des Couleurs,10K Marathon,00:50:06,M50-59,M,2013-10-13,13,2013,6,10,12840,LES CEDRES,0
12841,4069,2013-10-06,Classique Du Parc La Fontaine,10K Marathon,00:39:40,M50-59,M,2013-10-06,6,2013,6,10,12841,"MONTREAL, QC",0
12842,4069,2013-09-22,Marathon Oasis de Montreal,Marathon,03:19:46,M50-54,M,2013-09-22,22,2013,6,9,12842,"MONTREAL, QC",1
12843,4069,2013-09-15,La Grande Vadrouille,10K Marathon,00:40:30,M50-59,M,2013-09-15,15,2013,6,9,12843,"VAUDREUIL, QC",0
12844,4069,2013-08-14,Le 5km Endurance,5K Road Race,00:19:03,M50-59,M,2013-08-14,14,2013,2,8,12844,"DOLLARD-DES-ORMEAUX, QC",0
12845,4069,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:24:54,M50-59,M,2013-08-04,4,2013,6,8,12845,ST-ANNE-DE-BELLEVUE,0
12846,4069,2013-06-16,Tour du Lac Brome,20 KM,01:25:48,M50-59,M,2013-06-16,16,2013,6,6,12846,"LAC-BROME, QC",0
12847,4069,2013-05-26,Ottawa Race Weekend,Marathon,-1,M50-54,M,2013-05-26,26,2013,6,5,12847,"OTTAWA, ON",1
12848,4069,2013-05-12,Au rythme de nos foulées Châteauguay,10K Marathon,00:40:02,M50-59,M,2013-05-12,12,2013,6,5,12848,"CH�TEAUGUAY, QC",0
12849,4069,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:29:30,M50-54,M,2013-04-28,28,2013,6,4,12849,"MONTREAL, QC",0
12850,4069,2013-04-14,Course Saint-Laurent,5K Road Race,00:19:48,M50-59,M,2013-04-14,14,2013,6,4,12850,"ST-LAURENT, QC",0
12851,4069,2013-03-24,Course et marche populaires de LaSalle,10K Marathon,00:42:16,M50-59,M,2013-03-24,24,2013,6,3,12851,"LASALLE, QC",0
12852,4069,2013-02-17,Défi Hivernal Ile Bizard,10K Marathon,00:43:40,M50-59,M,2013-02-17,17,2013,6,2,12852,ILE BIZARD,0
12853,4069,2012-10-14,Classique Du Parc La Fontaine,10K Marathon,00:43:59,M50-59,M,2012-10-14,14,2012,6,10,12853,"MONTREAL, QC",0
12854,4069,2012-10-07,Le Cross Des Couleurs,10K Marathon,00:50:48,M50-59,M,2012-10-07,7,2012,6,10,12854,LES CEDRES,0
12855,4069,2012-09-23,Marathon Oasis de Montreal,Marathon,03:24:41,M50-54,M,2012-09-23,23,2012,6,9,12855,"MONTREAL, QC",1
12856,4069,2012-09-16,La Grande Vadrouille,10K Marathon,00:40:12,M50-59,M,2012-09-16,16,2012,6,9,12856,"VAUDREUIL, QC",0
12857,4069,2012-08-15,Le 5km Endurance,5K Road Race,00:19:49,M50-59,M,2012-08-15,15,2012,2,8,12857,"DOLLARD-DES-ORMEAUX, QC",0
12858,4069,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:32:00,M50-59,M,2012-08-05,5,2012,6,8,12858,ST-ANNE-DE-BELLEVUE,0
12859,4069,2012-06-17,Tour du Lac Brome,20 KM,01:27:52,M50-59,M,2012-06-17,17,2012,6,6,12859,"LAC-BROME, QC",0
12860,4069,2012-05-27,Ottawa Race Weekend,Marathon,03:44:37,M50-54,M,2012-05-27,27,2012,6,5,12860,"OTTAWA, ON",1
12861,4069,2012-05-13,Au rythme de nos foulées Châteauguay,10K Marathon,00:39:54,M50-59,M,2012-05-13,13,2012,6,5,12861,"CH�TEAUGUAY, QC",0
12862,4069,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:30:15,M45-49,M,2012-04-29,29,2012,6,4,12862,"MONTREAL, QC",0
12863,4069,2012-04-22,Course Saint-Laurent,10K Marathon,00:40:11,M50-59,M,2012-04-22,22,2012,6,4,12863,"ST-LAURENT, QC",0
12864,4069,2012-03-25,Course et marche populaires de LaSalle,10K Marathon,00:40:46,M50-59,M,2012-03-25,25,2012,6,3,12864,"LASALLE, QC",0
12865,4069,2012-02-19,Défi Hivernal Ile Bizard,10K Marathon,00:41:41,M50-59,M,2012-02-19,19,2012,6,2,12865,ILE BIZARD,0
12866,4070,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:45:07,F50-54,F,2015-09-20,20,2015,6,9,12866,"MONTREAL, QC",0
12867,4071,2015-06-14,Tour du Lac Brome Merrell,10K Marathon,00:58:12,M40-49,M,2015-06-14,14,2015,6,6,12867,"LAC-BROME, QC",0
12868,4071,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:25:19,M45-49,M,2014-09-28,28,2014,6,9,12868,"MONTREAL, QC",1
12869,4071,2014-08-17,Ironman Mont-Tremblant,Resultats,11:28:48,M45-49,M,2014-08-17,17,2014,6,8,12869,"MONT-TREMBLANT, QC",0
12870,4071,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,04:59:32,M45-49,M,2014-06-22,22,2014,6,6,12870,"MONT-TREMBLANT, QC",0
12871,4071,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:28:33,M45-49,M,2014-04-27,27,2014,6,4,12871,"MONTREAL, QC",0
12872,4071,2013-09-22,Marathon Oasis de Montreal,Marathon,03:06:09,M45-49,M,2013-09-22,22,2013,6,9,12872,"MONTREAL, QC",1
12873,4071,2013-08-18,Ironman Mont-Tremblant,Overall Results,10:37:20,M45-49,M,2013-08-18,18,2013,6,8,12873,"MONT-TREMBLANT, QC",0
12874,4071,2012-09-23,Marathon Oasis de Montreal,Marathon,03:11:37,M45-49,M,2012-09-23,23,2012,6,9,12874,"MONTREAL, QC",1
12875,4071,2012-08-19,Ironman Mont-Tremblant,Overall,11:23:16,M45-49,M,2012-08-19,19,2012,6,8,12875,"MONT-TREMBLANT, QC",0
12876,4071,2012-06-02,Course des iles,5 km Marche,00:49:21,M50-59,M,2012-06-02,2,2012,5,6,12876,"BOUCHERVILLE, QC",0
12877,4072,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:34:37,M25-29,M,2015-09-20,20,2015,6,9,12877,"MONTREAL, QC",1
12878,4073,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:51:54,M40-44,M,2015-09-20,20,2015,6,9,12878,"MONTREAL, QC",1
12879,4074,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:29:31,F35-39,F,2015-09-20,20,2015,6,9,12879,"MONTREAL, QC",1
12880,4074,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:21:29,F30-34,F,2014-09-28,28,2014,6,9,12880,"MONTREAL, QC",0
12881,4075,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:37:42,M45-49,M,2015-09-20,20,2015,6,9,12881,"MONTREAL, QC",0
12882,4076,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-Marathon,02:25:35,F40-49,F,2016-07-15,15,2016,4,7,12882,"CHAMBLY, QC",0
12883,4076,2016-05-08,Au rythme de nos foulées Châteauguay,Demi-Marathon,02:18:26,F40-49,F,2016-05-08,8,2016,6,5,12883,"CH�TEAUGUAY, QC",0
12884,4076,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:07:31,F40-44,F,2015-09-20,20,2015,6,9,12884,"MONTREAL, QC",0
12885,4076,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:20:30,F40-44,F,2014-09-28,28,2014,6,9,12885,"MONTREAL, QC",1
12886,4076,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:15:10,F35-39,F,2013-09-22,22,2013,6,9,12886,"MONTREAL, QC",0
12887,4077,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:33:42,M30-34,M,2015-09-20,20,2015,6,9,12887,"MONTREAL, QC",1
12888,4077,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,02:10:08,M30-39,M,2014-08-24,24,2014,6,8,12888,LACHINE,0
12889,4078,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:53:52,M18-24,M,2013-09-22,22,2013,6,9,12889,"MONTREAL, QC",0
12890,4078,2012-09-23,Marathon Oasis de Montreal,Marathon,04:38:26,M18-24,M,2012-09-23,23,2012,6,9,12890,"MONTREAL, QC",1
12891,4079,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:30:23,M40-44,M,2014-09-28,28,2014,6,9,12891,"MONTREAL, QC",1
