,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY
0,5367,2015-10-04,Marathon de RIMOUSKI,Demi marathon,01:56:47,F40-49
0,5367,2015-09-19,Ultra-Trail Harricana du Canada (UTHC),28 KM,03:54:45,F40-49
0,5367,2015-08-15,Vert le Raid - XC de la Vallee,35 KM,-1,F40-49
0,5367,2015-07-11,Vert le Raid - Québec Méga Trail,25 KM,03:24:54,F40-49
0,5367,2015-06-06,Vert le Raid - TRAIL La Clinique Du Coureur,10 KM,01:15:22,F40-49
0,5367,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F40-44
0,5367,2015-01-24,Vert le Raid - Trail de la Nuit Polaire,10 KM,01:19:28,F40-49
0,5367,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:27:54,F40-44
0,5367,2014-08-24,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,F40-49
0,5367,2014-06-07,Vert le Raid - TRAIL La Clinique Du Coureur,10 KM,01:34:31,F40+
0,5367,2014-05-04,Demi Marathon International Oasis de Levis,Demi-Marathon,01:57:34,F40-49
0,5367,2013-10-20,Defi du Tour du Lac Beauport,18 KM,01:45:45,F30-39
0,5368,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M50-54
0,5368,2015-05-23,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M50-54
0,5368,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M50-54
0,5368,2014-04-20,Course Printaniere Oka,Demi-Marathon,01:56:00,M 50-59
0,5368,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:56:46,M50-54
0,5368,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
0,5368,2012-09-23,Marathon Oasis de Montreal,Marathon,04:04:22,M50-54
0,5374,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:50:18,M18-24
0,5374,2014-06-14,Mud Hero Montreal,6 KM MUD RUN AND OBSTACLE COURSE,00:56:27,M20-24
0,5374,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M20-24
0,5374,2013-09-22,Marathon Oasis de Montreal,Marathon,03:43:09,M18-24
0,5374,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M20-24
0,5381,2016-05-01,Demi-marathon international Oasis de Lévis,Demi-Marathon,-1,M45-49
0,5381,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,5381,2015-05-03,Demi-marathon international Oasis de Lévis,Demi-Marathon,-1,M40-49
0,5381,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:36:19,M45-49
0,5381,2014-06-15,Triathlon Lac Beauport,Duathlon,01:36:52,M45-49
0,5381,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
0,5381,2014-05-04,Demi Marathon International Oasis de Levis,Demi-Marathon,01:45:28,M40-49
0,5381,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
0,5383,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:42:14,F30-34
0,5383,2014-05-18,Scotiabank Blue Nose Marathon,Recharge with Milk Half Marathon,01:50:48,F30-39
0,5384,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:36:23,F25-29
0,5384,2013-10-13,Le Cross Des Couleurs,4 km,00:18:19,F20-29
0,5385,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M20-24
0,5385,2014-05-04,Goodlife Fitness Toronto Marathon,Marathon,02:02:51,M24-
0,5386,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:29:25,M15-17
0,5387,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M40-44
0,5387,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,01:43:36,M40-44
0,5387,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M40-44
0,5387,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:34:19,M40-44
0,5387,2013-09-22,Marathon Oasis de Montreal,Marathon,03:38:12,M40-44
0,5387,2012-09-23,Marathon Oasis de Montreal,Marathon,03:29:01,M35-39
0,5387,2012-06-17,Tour du Lac Brome,20 KM,01:28:55,M40-49
0,5389,2012-11-04,Oka Road Race,5K Course,00:28:17,F30-39
0,5390,2016-05-08,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:44:39,M40-49
0,5390,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:49:29,M40-44
0,5391,2015-08-09,Triathlon de Verdun,Triathlon sprint - Coupe du Québec,01:17:36,F40-44
0,5391,2015-07-04,Triathlon de Gatineau,Triathlon Sprint - Coupe du Québec et Forces Canadiennes,01:15:49,F40-44
0,5391,2015-05-31,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du Québec,01:21:13,F40-44
0,5391,2015-03-29,Course et marche populaires de LaSalle,5 KM,00:22:24,F40-49
0,5391,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:46:36,F40-44
0,5391,2014-09-07,Coupe Dix30,10 KM,00:45:09,F40-49
0,5391,2014-08-24,Triathlon de Valleyfield,Duathlon Olympique,02:33:25,F40-44
0,5391,2014-08-10,Triathlon Verdun,Triathlon Sprint,01:25:14,F40-44
0,5391,2014-07-20,Triathlon Trimemphre de Magog,Duathlon Olympique,02:53:57,F40-49
0,5391,2014-07-13,Challenge O2 Merrell,Duathlon Olympique,-1,F40-49
0,5391,2014-07-05,Triathlon de Gatineau,QC Duathlon Olympique,02:33:33,F40-49
0,5391,2014-06-01,Triathlon de Joliette,COUPE DU QUEBEC Triathlon Sprint Riviere,01:13:07,F40-44
0,5391,2014-03-30,Course et marche populaires de LaSalle,5 KM,00:24:06,F40-49
0,5391,2013-09-15,La Grande Vadrouille,5km,00:21:51,F30-39
0,5391,2013-08-25,Triathlon de Valleyfield,Triathlon Sprint,01:21:22,F35-39
0,5391,2013-07-21,Triathlon Verdun,Triathlon Sprint,01:22:44,F35-39
0,5391,2013-07-13,Triathlon du Lac-Delage,Triathlon Sprint,01:15:25,F35-39
0,5391,2013-06-22,Triathlon - Duathlon Trois-Rivieres,Triathlon Sprint,01:20:09,F35-39
0,5391,2013-05-05,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:46:34,F40-49
0,5391,2013-04-14,Course Saint-Laurent,5 KM,00:22:05,F30-39
0,5391,2013-03-24,Course et marche populaires de LaSalle,5 KM,00:23:13,F30-39
0,5391,2012-08-26,Triathlon de Valleyfield,Triathlon Sprint,01:25:06,F35-39
0,5391,2012-07-14,Triathlon St-Lambert,Triathlon Sprint,01:17:56,F35-39
0,5395,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,07:05:23,F25-29
0,5396,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon- Shortened Race,-1,M40-44
0,5396,2016-04-24,Banque Scotia 21K de Montreal,5 KM,-1,M40-44
0,5396,2015-10-18,Classique du Parc La Fontaine,10 KM,01:00:05,M40-49
0,5396,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,02:01:35,M40-44
0,5396,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:52:07,M40-44
0,5397,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:18:34,M35-39
0,5403,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M30-34
0,5404,2016-07-03,Demi-Marathon de Sherbrooke,Demi-Marathon,01:41:44,M40-49
0,5404,2016-06-04,Défi Tri-O-Lacs,10 KM,00:47:36,M40-49
0,5404,2015-09-13,La Grande Vadrouille,10 KM,00:44:24,M40-49
0,5404,2015-05-10,Au rythme de nos foulées Châteauguay,5 KM,00:22:17,M40-49
0,5404,2015-05-03,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:44:59,M40-49
0,5404,2015-03-29,Course et marche populaires de LaSalle,10 KM,00:45:39,M40-49
0,5404,2014-09-21,La course de Fontainebleau,10 KM,00:44:44,M30-39
0,5404,2014-09-14,Course Fondation Hotel Dieu de Sorel,5 km - course,00:20:44,M30-39
0,5404,2014-05-10,Course de la Fondation hopital Saint Jerome,10 KM,00:45:45,M30-39
0,5404,2014-05-04,Défi course et marche Desjardins Sainte Thérèse,5 KM,00:22:02,M30-39
0,5404,2013-10-13,Le Cross Des Couleurs,4 km,00:17:19,M30-39
0,5404,2013-09-22,Marathon Oasis de Montreal,Marathon,03:56:59,M35-39
0,5404,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,01:47:14,M30-39
0,5404,2013-06-09,La Grande Viree des Sentiers St-Bruno,20 KM,01:41:28,M30-39
0,5404,2013-05-12,Au rythme de nos foulées Châteauguay,10 KM,00:46:11,M30-39
0,5404,2013-05-05,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:46:10,M30-39
0,5404,2012-10-07,Le Cross Des Couleurs,8 km,00:40:13,M30-39
0,5404,2012-09-23,Marathon Oasis de Montreal,Marathon,03:56:30,M35-39
0,5404,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:49:15,M30-39
0,5404,2012-07-14,Demi-Marathon Marcel Jobin,21 KM,01:50:12,M30-39
0,5408,2013-08-18,Ironman 70.3 Timberman,Overall Results,06:46:23,F35-39
0,5408,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,06:49:41,F35-39
0,5409,2016-09-10,Ultra-Trail Harricana du Canada (UTHC),uthc65,-1,M30-39
0,5409,2015-09-19,Ultra-Trail Harricana du Canada (UTHC),65 KM,08:22:57,M30-39
0,5409,2015-08-23,Triathlon Valleyfield,Triathlon Sprint,01:27:18,M30-34
0,5409,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:35:41,M30-34
0,5409,2014-09-06,Triathlon Esprit de Montreal,Triathlon Sprint,01:21:03,M30-34
0,5409,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:33:32,M30-39
0,5409,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:35:37,M25-29
0,5409,2013-09-07,Ultra-Trail Harricana de Charlevoix,28 KM,03:00:44,M16-29
0,5412,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:55:31,M25-29
0,5413,2016-04-10,Course Saint-Laurent,10 KM,01:00:07,F30-39
0,5415,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:25:08,M40-44
0,5415,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:07:56,M40-44
0,5415,2014-06-15,La Foulee des Parcs,10 KM,00:52:22,M40-49
0,5415,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:05:06,M40-49
0,5422,2016-05-28,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M40-44
0,5422,2015-05-23,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M40-44
0,5422,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:33:36,M40-44
0,5422,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,02:04:43,M40-49
0,5422,2014-05-24,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M40-44
0,5422,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,02:24:22,M35-39
0,5422,2013-05-25,Ottawa Race Weekend,Ottawa 10K,00:55:56,M35-39
0,5422,2012-11-04,Oka Road Race,10K Course,01:06:35,M30-39
0,5423,2013-11-03,Oka Road Race,Half Marathon,01:41:49,M30-39
0,5423,2013-09-22,Marathon Oasis de Montreal,Marathon,03:57:58,M35-39
0,5426,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:20:43,M45-49
0,5427,2014-11-02,Course d'Oka Race,21.1 KM,01:43:26,M30-39
0,5429,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:35:23,F50-54
0,5429,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:11:48,F50-54
0,5429,2013-09-22,Marathon Oasis de Montreal,Marathon,04:32:59,F50-54
0,5431,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:00:46,M40-44
0,5431,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:43:16,M40-44
0,5431,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:53:27,M40-44
0,5433,2016-08-14,Demi-marathon de Mont-Tremblant,Demi-Marathon,02:22:37,M30-39
0,5434,2014-08-13,Le 5km Endurance,5 KM,00:19:22,M20-29
0,5435,2016-07-17,MEC Ottawa Triathlon Sprint,Triathlon Sprint,01:08:35,M19-
0,5435,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:49:07,M18-24
0,5438,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:09:38,F45-49
0,5438,2013-09-22,Marathon Oasis de Montreal,Marathon,04:18:22,F45-49
0,5438,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,02:03:05,F40-49
0,5438,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,04:40:40,F40-44
0,5438,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:57:56,F40-44
0,5438,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,02:06:30,F40-49
0,5440,2014-10-05,Marathon de Rimouski,Demi-Marathon,01:57:36,F40-49
0,5440,2013-10-06,Marathon de Rimouski,21.1km,01:58:46,F40-49
0,5441,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:48:42,M55-59
0,5444,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:16:33,M45-49
0,5444,2013-06-16,Tour du Lac Brome,20 KM,01:42:19,M40-49
0,5444,2013-05-05,"Goodlife Toronto Marathon, Half Marathon, and 5k",Full Marathon,04:16:10,M45-49
0,5445,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:54:49,M40-49
0,5445,2016-02-21,Défi Hivernal Ile Bizard,10 KM,00:57:25,M50-59
0,5445,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:23:19,M45-49
0,5445,2014-11-02,Course d'Oka Race,21.1 KM,02:08:44,M40-49
0,5445,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:54:59,M45-49
0,5445,2014-08-24,La Valse des coureurs,10 KM,00:59:42,M40-49
0,5445,2014-08-13,Le 5km Endurance,5 KM,00:28:04,M40-49
0,5445,2014-08-03,Défi Boréal Sainte-Anne-de-Bellevue,10 KM,01:02:08,M40-49
0,5445,2014-02-16,Défi Hivernal Ile Bizard,10 KM,00:59:50,M40-49
0,5445,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:09:54,M45-49
0,5445,2013-05-12,Au rythme de nos foulées Châteauguay,10 KM,00:59:32,M40-49
0,5445,2013-05-05,Défi course et marche Desjardins Sainte Thérèse,10 KM,01:01:09,M40-49
0,5445,2013-03-24,Course et marche populaires de LaSalle,5 KM,00:28:35,M40-49
0,5445,2013-02-17,Défi Hivernal Ile Bizard,10 KM,00:58:24,M40-49
0,5445,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:25:32,M45-49
0,5445,2012-03-25,Course et marche populaires de LaSalle,10 KM,00:58:00,M40-49
0,5447,2015-06-13,Course des Voisins de Daveluyville,Demi-Marathon,01:46:55,FEMALE
0,5447,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F35-39
0,5447,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:18:13,F35-39
0,5447,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:43:57,F30-39
0,5447,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,01:55:33,F30-39
0,5449,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,06:58:23,M25-29
0,5449,2014-10-05,Coupe Dix30,21 KM,01:58:08,M20-29
0,5450,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:33:51,M35-39
0,5452,2013-09-22,Marathon Oasis de Montreal,Marathon,03:19:31,M35-39
0,5453,2014-08-10,Granfondo Garneau-Cascades,KING OF THE MOUNTAIN,00:04:14,F29-
0,5453,2014-08-10,Granfondo Garneau-Cascades,GRAN FONDO,04:03:19,F29-
0,5453,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,07:17:56,F18-24
0,5453,2013-09-22,Marathon Oasis de Montreal,Marathon,04:34:32,F18-24
0,5453,2013-09-07,Triathlon Esprit de Montreal,Duathlon Olympique,03:04:48,F20-24
0,5454,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:06:33,M25-29
0,5454,2014-09-13,The North Face Ultra-Trail Harricana du Canada,80 KM (50 miles),11:24:00,M12-29
0,5454,2014-08-09,Triathlon du Fjord,Triathlon Olympique,02:13:06,M25-29
0,5454,2014-07-20,Triathlon Trimemphre de Magog,Triathlon Longue Distance,05:03:39,M25-29
0,5454,2013-10-06,Marathon de Rimouski,42.2km,03:05:32,M29-
0,5456,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:11:43,M50-54
0,5456,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,05:13:34,M50-54
0,5457,2016-02-21,Défi Hivernal Ile Bizard,10 KM,00:36:46,M40-49
0,5457,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,21 KM,01:20:53,M30-39
0,5457,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:18:21,M35-39
0,5457,2015-09-06,30 km sur les rives de Boucherville,30 km,02:01:06,M30-39
0,5457,2015-08-23,Demi-Marathon Bonneville de Lachine,10 KM,00:35:27,M30-39
0,5459,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,F45-49
0,5460,2016-05-07,Wakefield Covered Bridge Run,10 KM,00:42:09,M30-39
0,5460,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:55:18,M30-34
0,5461,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:34:50,M18-24
0,5462,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M40-44
0,5464,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:01:20,F25-29
0,5466,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:34:37,F50-54
0,5466,2013-09-22,Marathon Oasis de Montreal,Marathon,04:34:30,F50-54
0,5466,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,02:07:47,F40-49
0,5468,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M45-49
0,5468,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:23:09,M45-49
0,5468,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M45-49
0,5468,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:06:37,M35-39
0,5468,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:42:47,M40-49
0,5468,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M40-44
0,5468,2014-04-13,Course Saint-Laurent,10 KM,00:44:30,M40-49
0,5468,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:43:27,M40-49
0,5468,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
0,5468,2013-04-14,Course Saint-Laurent,10 KM,00:44:20,M40-49
0,5468,2012-08-19,Ironman Mont-Tremblant,Overall,11:42:10,M40-44
0,5468,2012-06-09,Triathlon / Duathlon Mont-Tremblant,Triathlon Olympique,02:35:09,M40-44
0,5472,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:01:08,M45-49
0,5472,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:40:16,M45-49
0,5473,2016-05-28,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,F35-39
0,5473,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F35-39
0,5473,2014-09-13,The North Face Ultra-Trail Harricana du Canada,28 KM - Momentum Technologies,03:38:49,F30-39
0,5473,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,F35-39
0,5473,2013-09-22,Marathon Oasis de Montreal,Marathon,04:07:19,F35-39
0,5474,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:11:46,M45-49
0,5474,2015-05-03,Mississauga Marathon Races,AMJ Campbell Full Marathon,03:52:16,M40-49
0,5474,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,04:05:02,M40-44
0,5476,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,10 KM,01:05:26,F30-39
0,5477,2016-08-14,Demi-marathon de Mont-Tremblant,Demi-Marathon,01:50:05,F20-29
0,5478,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:26:45,F25-29
0,5479,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:30:16,F35-39
0,5479,2014-05-18,Le Tour de la Pointe,10 KM,01:00:16,F30-39
0,5482,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:00:04,F40-44
0,5482,2014-08-10,Granfondo Garneau-Cascades,KING OF THE MOUNTAIN,00:04:40,F40-49
0,5482,2014-08-10,Granfondo Garneau-Cascades,GRAN FONDO,03:31:06,F40-49
0,5482,2013-09-22,Marathon Oasis de Montreal,Marathon,03:42:48,F40-44
0,5482,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,01:42:40,F40-49
0,5483,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,-1,M45-49
0,5483,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:52:16,M40-49
0,5483,2013-04-28,Banque Scotia 21km et 5km,5 KM,00:26:22,M45-49
0,5483,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:08:15,M40-49
0,5483,2012-09-16,La Grande Vadrouille,10 KM,00:53:25,M40-49
0,5484,2016-09-11,Triathlon Esprit de Montreal,Triathlon Sprint,-1,M35-39
0,5484,2016-06-12,LA GRANDE VIRÉE DES SENTIERS,10 KM,00:45:20,M30-39
0,5484,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M35-39
0,5484,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M35-39
0,5484,2015-06-07,LA GRANDE VIRÉE DES SENTIERS,10 KM,00:47:02,M30-39
0,5484,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,01:50:36,M35-39
0,5484,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:25:56,M35-39
0,5484,2014-09-14,Demi-marathon Granby,10 km Course,00:49:12,M30-39
0,5484,2014-07-02,Coupe Dix30,10 KM,00:52:06,M30-39
0,5484,2014-06-15,Tour du Lac Brome,20 KM,01:48:24,M30-39
0,5484,2013-09-08,Demi-marathon Granby,10km Course,00:51:29,M30-39
0,5486,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:26:54,M35-39
0,5488,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M30-34
0,5488,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,04:24:53,M30-34
0,5488,2012-09-23,Marathon Oasis de Montreal,Marathon,03:56:40,M30-34
0,5490,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
0,5490,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M50-54
0,5490,2014-03-30,Around the Bay Road Races,30 km,02:29:51,M45-49
0,5490,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,5490,2013-03-24,Around the Bay Road Races,30 km,02:28:41,M45-49
0,5494,2013-09-22,Marathon Oasis de Montreal,Marathon,04:10:20,F25-29
0,5494,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:59:15,F25-29
0,5495,2016-07-08,Le 5 et 10 km du P'tit Train du Nord,10 KM,01:15:21,F50-59
0,5495,2016-05-08,Au rythme de nos foulées Châteauguay,10 KM,00:59:55,F50-59
0,5495,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:30:02,F50-54
0,5495,2015-08-23,Demi-Marathon Bonneville de Lachine,21.1 KM,02:01:15,F50-59
0,5496,2012-09-23,Marathon Oasis de Montreal,Marathon,04:42:44,F25-29
0,5496,2012-06-17,Descente Royale,10 KM,00:58:53,F30-39
0,5496,2012-05-06,Demi Marathon International de Quebec,Demi-Marathon,02:02:57,F30-39
0,5498,2016-08-28,Marathon SSQ Lévis-Québec,Marathon,-1,M45-49
0,5498,2016-05-01,BMO Vancouver Marathon,Marathon,02:52:29,M45-49
0,5498,2015-10-18,Scotiabank Toronto Waterfront Marathon,Half Marathon,-1,M45-49
0,5498,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,02:58:32,M45-49
0,5498,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:00:58,M40-49
0,5498,2012-05-06,"Goodlife Toronto Marathon, Half Marathon, and 5k",Marathon,02:47:02,M40-44
0,5500,2014-05-04,Goodlife Fitness Toronto Marathon,Marathon,02:56:50,M40-44
0,5500,2014-03-30,Around the Bay Road Races,30 km,02:10:35,M40-44
0,5500,2013-10-27,Niagara Falls International Marathon,Marathon,02:54:40,M35-39
0,5500,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:18:55,M35-39
0,5500,2013-09-21,Oasis Zoo Run,10 KM,-1,M35-39
0,5500,2013-05-05,"Goodlife Toronto Marathon, Half Marathon, and 5k",Full Marathon,02:57:38,M35-39
0,5500,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,03:09:51,M35-39
0,5500,2012-09-23,Marathon Oasis de Montreal,Marathon,02:54:58,M35-39
0,5500,2012-08-26,Marathon des Deux Rives Lévis-Québec,Marathon,04:28:58,M30-39
0,5502,2015-10-25,15 km au pied du Mont Saint-Hilaire,10 KM,01:07:27,M40-49
0,5503,2016-08-14,Demi-marathon de Mont-Tremblant,Demi-Marathon,02:12:07,M40-49
0,5505,2016-08-24,Ironman Mont-Tremblant,Overall Results,13:48:04,M30-34
0,5505,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,06:00:26,M30-34
0,5505,2016-05-28,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M30-34
0,5505,2015-08-16,Ironman Mont-Tremblant,Overall,12:26:47,M30-34
0,5505,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,05:45:44,M30-34
0,5505,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:04:14,M30-34
0,5505,2014-06-22,Ironman 70.3 Syracuse,70.3 Results,06:25:51,M30-34
0,5508,2013-10-12,Ironman World Championship,Overall Results,10:54:59,M35-39
0,5508,2013-08-18,Ironman Mont-Tremblant,Overall Results,09:49:03,M35-39
0,5508,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,04:41:05,M35-39
0,5508,2013-05-19,Duathlon Sorel-Tracy,Competitif,01:22:28,M30-39
