PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL,EveTyp,Age1,Age2,AvgAge,Distance,TimePerKm,TimeInSeconds
4422,12-07-2014,Knee Knackering North Shore Trail Run,30 miles,09:19:46,F60-69,F,12-07-2014,12,2014,5,7,NULL,HORSEï¿½ï¿½SHOE BAY TO DEEP COVE BC,0,0,60,69,64,0,0,0
4423,06-10-2013,Classique Du Parc La Fontaine,5K Road Race,00:30:17,F30-39,F,06-10-2013,6,2013,6,10,NULL,MONTREAL QC,1,1,30,39,34,5,363,1817
4423,06-10-2013,Classique Du Parc La Fontaine,10K Marathon,00:52:08,F30-39,F,06-10-2013,6,2013,6,10,NULL,MONTREAL QC,1,2,30,39,34,10,312,3128
4423,26-05-2013,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,F30-34,F,26-05-2013,26,2013,6,5,NULL,OTTAWA ON,1,3,30,34,32,21,0,0
4423,14-07-2012,Demi-Marathon Marcel Jobin,Half-Marathon,01:58:16,F30-39,F,14-07-2012,14,2012,5,7,NULL,YAMACHICHE QC,1,3,30,39,34,21,337,7096
4423,27-05-2012,Ottawa Race Weekend,Half-Marathon,01:58:17,F30-34,F,27-05-2012,27,2012,6,5,NULL,OTTAWA ON,1,3,30,34,32,21,337,7097
4426,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:48:52,M40-44,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,40,44,42,21,482,10132
4429,15-05-2016,Course MEC MontrÃ©al #2,10K Marathon,00:45:27,M30-39,M,15-05-2016,15,2016,6,5,NULL,MONTREAL QC,1,2,30,39,34,10,272,2727
4429,21-02-2016,DÃ©fi Hivernal Ile Bizard,10K Marathon,00:46:54,M30-39,M,21-02-2016,21,2016,6,2,NULL,ILE BIZARD,1,2,30,39,34,10,281,2814
4429,07-06-2015,Course MEC MontrÃ©al #4,10K Marathon,00:47:11,M20-29,M,07-06-2015,7,2015,6,6,NULL,MONTREAL QC,1,2,20,29,24,10,283,2831
4431,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:40:23,M40-44,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,40,44,42,21,286,6023
4432,10-04-2016,Course Saint-Laurent,10K Marathon,00:38:08,M20-29,M,10-04-2016,10,2016,6,4,NULL,ST-LAURENT QC,1,2,20,29,24,10,228,2288
4432,20-03-2016,Course et marche populaires de LaSalle,5K Road Race,00:18:52,M20-29,M,20-03-2016,20,2016,6,3,NULL,LASALLE QC,1,1,20,29,24,5,226,1132
4432,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:27:33,M25-29,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,25,29,27,21,250,5253
4433,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:33:30,M50-54,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,267,5610
4435,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:15:01,M13+,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,0,0,13,0,6,0,0,0
4437,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:49:11,M35-39,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,311,6551
4438,22-05-2016,Courses Thematiques Marathon SSQ de Longueuil,Demi-Marathon,01:59:43,F50-59,F,22-05-2016,22,2016,6,5,NULL,LONGUEUIL QC,1,3,50,59,54,21,342,7183
4438,02-08-2015,DÃ©fi BorÃ©al Sainte-Anne-de-Bellevue,10K Marathon,00:54:51,F50-59,F,02-08-2015,2,2015,6,8,NULL,ST-ANNE-DE-BELLEVUE,1,2,50,59,54,10,329,3291
4438,30-06-2015,Course d'un soir d' ete de Longueuil,10K Marathon,00:53:38,F50-59,F,30-06-2015,30,2015,1,6,NULL,LONGUEUIL QC,1,2,50,59,54,10,321,3218
4438,17-05-2015,Le 21 km Boutique Courir,10K Marathon,00:56:12,F50-59,F,17-05-2015,17,2015,6,5,NULL,LONGUEUIL QC,1,2,50,59,54,10,337,3372
4438,05-10-2014,Coupe Dix30,5K Road Race,00:26:50,F50-59,F,05-10-2014,5,2014,6,10,NULL,LONGUEUIL QC,1,1,50,59,54,5,322,1610
4439,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:08:58,M40-44,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,40,44,42,21,368,7738
4440,23-08-2015,Demi-Marathon Bonneville de Lachine,21.1 KM,01:49:19,F20-29,F,23-08-2015,23,2015,6,8,NULL,MONTREAL QC,0,0,20,29,24,0,0,0
4440,16-02-2014,Demi Marathon Hypothermique,Demi-Marathon,02:15:32,F20-29,F,16-02-2014,16,2014,6,2,NULL,MONTREAL QC,1,3,20,29,24,21,387,8132
4442,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:42:49,M35-39,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,293,6169
4443,31-05-2014,Defi Physio Extra de Terrebonne,10K Marathon,00:52:52,M30-39,M,31-05-2014,31,2014,5,5,NULL,TERREBONNE QC,1,2,30,39,34,10,317,3172
4443,10-06-2012,Demi marathon des pompiers de Shawinigan,Half-Marathon,01:54:44,M30-39,M,10-06-2012,10,2012,6,6,NULL,SHAWINIGAN QC,1,3,30,39,34,21,327,6884
4449,26-04-2015,Banque Scotia 21K de Montreal,Demi-Marathon,01:51:29,M45-49,M,26-04-2015,26,2015,6,4,NULL,MONTREAL QC,1,3,45,49,47,21,318,6689
4449,28-04-2013,Banque Scotia 21km et 5km,Half-Marathon,01:51:49,M40-44,M,28-04-2013,28,2013,6,4,NULL,MONTREAL QC,1,3,40,44,42,21,319,6709
4454,23-09-2012,Marathon Oasis de Montreal,Demi-Marathon,01:38:57,M45-49,M,23-09-2012,23,2012,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,282,5937
4455,12-06-2016,LA GRANDE VIRÃ‰E DES SENTIERS,20 KM,02:04:20,F40-49,F,12-06-2016,12,2016,6,6,NULL,MONT SAINT-BRUNO QC,0,0,40,49,44,0,0,0
4455,04-10-2015,Demi-marathon de Granby,Half-Marathon,01:56:36,F40-49,F,04-10-2015,4,2015,6,10,NULL,GRANBY QC,1,3,40,49,44,21,333,6996
4455,31-05-2015,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du QuÃ©bec,01:24:31,F45-49,F,31-05-2015,31,2015,6,5,NULL,JOLIETTE QC,0,0,45,49,47,0,0,0
4455,21-09-2014,Course populaire du parc Angrignon,10K Marathon,00:49:54,F45-49,F,21-09-2014,21,2014,6,9,NULL,MONTREAL QC,1,2,45,49,47,10,299,2994
4455,17-08-2014,Ironman 70.3 Timberman,Ironman 70.3,05:51:40,F45-49,F,17-08-2014,17,2014,6,8,NULL,GILFORD NH,0,0,45,49,47,0,0,0
4455,10-08-2014,Triathlon Verdun,Triathlon Sprint,01:25:39,F45-49,F,10-08-2014,10,2014,6,8,NULL,VERDUN QC,0,0,45,49,47,0,0,0
4455,05-07-2014,Triathlon de Gatineau,AG et CF Triathlon Sprint,01:21:09,F45-49,F,05-07-2014,5,2014,5,7,NULL,GATINEAU QC,0,0,45,49,47,0,0,0
4455,14-06-2014,Triathlon FBL Drummondville,Triathlon Sprint,01:23:47,F45-49,F,14-06-2014,14,2014,5,6,NULL,DRUMMONDVILLE QC,0,0,45,49,47,0,0,0
4455,01-06-2014,Triathlon de Joliette,COUPE DU QUEBEC Triathlon Sprint Riviere,01:18:09,F45-49,F,01-06-2014,1,2014,6,6,NULL,JOLIETTE QC,0,0,45,49,47,0,0,0
4455,25-08-2013,Cornwall Triathlon,Olympic Triathlon,02:44:18,F40-49,F,25-08-2013,25,2013,6,8,NULL,CORNWALL ON,0,0,40,49,44,0,0,0
4455,23-06-2013,Ironman Mont-Tremblant 70.3,70.3 Results,05:50:22,F45-49,F,23-06-2013,23,2013,6,6,NULL,MONT-TREMBLANT QC,0,0,45,49,47,0,0,0
4455,08-06-2013,Triathlon / Duathlon Mont-Tremblant,Duathlon Sprint,01:13:31,F40-49,F,08-06-2013,8,2013,5,6,NULL,MONT-TREMBLANT QC,0,0,40,49,44,0,0,0
4455,24-03-2013,Course et marche populaires de LaSalle,10K Marathon,00:54:24,F40-49,F,24-03-2013,24,2013,6,3,NULL,LASALLE QC,1,2,40,49,44,10,326,3264
4455,14-10-2012,The County Marathon,Half-Marathon,01:55:44,F40-49,F,14-10-2012,14,2012,6,10,NULL,PICTON,1,3,40,49,44,21,330,6944
4455,05-08-2012,Triathlon Ste-Agathe,Triathlon,02:01:46,F40-44,F,05-08-2012,5,2012,6,8,NULL,ST-AGATHE QC,0,0,40,44,42,0,0,0
4455,16-06-2012,Triathlon Drummondville,Triathlon Sprint,01:19:11,F40-44,F,16-06-2012,16,2012,5,6,NULL,DRUMMONDVILLE QC,0,0,40,44,42,0,0,0
4455,27-05-2012,Ottawa Race Weekend,Half-Marathon,02:03:39,F40-44,F,27-05-2012,27,2012,6,5,NULL,OTTAWA ON,1,3,40,44,42,21,353,7419
4455,18-02-2012,Demi Marathon Hypothermique,Demi-Marathon,02:06:54,F40-49,F,18-02-2012,18,2012,5,2,NULL,MONTREAL QC,1,3,40,49,44,21,362,7614
4456,19-02-2012,DÃ©fi Hivernal Ile Bizard,10K Marathon,00:44:38,M50-59,M,19-02-2012,19,2012,6,2,NULL,ILE BIZARD,1,2,50,59,54,10,267,2678
4457,08-11-2015,DEMI-MARATHON DES MICROBRASSERIES,Half-Marathon,01:55:54,M30-39,M,08-11-2015,8,2015,6,11,NULL,BROMONT QC,1,3,30,39,34,21,331,6954
4458,08-06-2014,La Grande Viree des Sentiers St-Bruno,20 KM,01:36:22,M30-39,M,08-06-2014,8,2014,6,6,NULL,ST-BRUNO,0,0,30,39,34,0,0,0
4458,09-06-2013,La Grande Viree des Sentiers St-Bruno,20 KM,01:30:00,M30-39,M,09-06-2013,9,2013,6,6,NULL,ST-BRUNO,0,0,30,39,34,0,0,0
4458,04-11-2012,Oka Road Race,Demi-Marathon,01:53:04,M30-39,M,04-11-2012,4,2012,6,11,NULL,OKA QC,1,3,30,39,34,21,323,6784
4458,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:41:17,M30-34,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,30,34,32,0,0,0
4459,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:02:23,F25-29,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,25,29,27,21,521,10943
4460,17-08-2016,Le 5km Endurance,5K Road Race,00:16:30,M20-29,M,17-08-2016,17,2016,2,8,NULL,DOLLARD-DES-ORMEAUX QC,1,1,20,29,24,5,198,990
4466,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:23:50,M45-49,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,410,8630
4466,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,02:03:01,M45-49,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,351,7381
4466,02-06-2013,Course d'ete des iles de Boucherville,5 km course,00:32:14,M40-49,M,02-06-2013,2,2013,6,6,NULL,BOUCHERVILLE QC,0,0,40,49,44,0,0,0
4466,02-06-2012,Course des iles,10K Marathon,00:52:45,M40-49,M,02-06-2012,2,2012,5,6,NULL,BOUCHERVILLE QC,1,2,40,49,44,10,316,3165
4467,19-04-2015,Course MEC Longueuil #2,5K Road Race,00:28:42,F30-39,F,19-04-2015,19,2015,6,4,NULL,LONGUEUIL QC,1,1,30,39,34,5,344,1722
4467,17-06-2012,Tour du Lac Brome,20 KM,02:43:45,F30-39,F,17-06-2012,17,2012,6,6,NULL,LAC-BROME QC,0,0,30,39,34,0,0,0
4467,10-06-2012,La Grande Viree des Sentiers St-Bruno,5K Road Race,00:29:39,F30-39,F,10-06-2012,10,2012,6,6,NULL,ST-BRUNO,1,1,30,39,34,5,355,1779
4467,29-04-2012,Banque Scotia 21km et 5km,5K Road Race,00:31:15,F30-34,F,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,1,1,30,34,32,5,375,1875
4468,22-09-2013,Army Run - Course de l'armee,Half-Marathon - Demi-Marathon,02:06:15,M45-49,M,22-09-2013,22,2013,6,9,NULL,OTTAWA ON,1,3,45,49,47,21,360,7575
4468,12-05-2013,Sporting Life 10k,10K Marathon,01:12:27,M45-49,M,12-05-2013,12,2013,6,5,NULL,TORONTO ON,1,2,45,49,47,10,434,4347
4468,23-09-2012,Army Run / Course de l Armee,Half-Marathon,02:06:00,M40-49,M,23-09-2012,23,2012,6,9,NULL,OTTAWA ON,1,3,40,49,44,21,360,7560
4468,13-05-2012,Sporting Life 10K,10K Marathon,00:52:00,M45-49,M,13-05-2012,13,2012,6,5,NULL,TORONTO ON,1,2,45,49,47,10,312,3120
4470,26-05-2013,Ottawa Race Weekend,Half-Marathon - Demi-Marathon,-1,M20-24,M,26-05-2013,26,2013,6,5,NULL,OTTAWA ON,1,3,20,24,22,21,0,0
4471,16-06-2013,Tour du Lac Brome,20 KM,01:51:30,M19-,M,16-06-2013,16,2013,6,6,NULL,LAC-BROME QC,0,0,19,0,9,0,0,0
4471,24-03-2013,Course et marche populaires de LaSalle,10K Marathon,00:48:41,M16-17,M,24-03-2013,24,2013,6,3,NULL,LASALLE QC,1,2,16,17,16,10,292,2921
4471,17-02-2013,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:26:40,M16-17,M,17-02-2013,17,2013,6,2,NULL,ILE BIZARD,1,1,16,17,16,5,320,1600
4473,01-05-2016,BMO Vancouver Marathon,Half-Marathon,02:19:50,M40-44,M,01-05-2016,1,2016,6,5,NULL,VANCOUVER BC,1,3,40,44,42,21,399,8390
4473,03-05-2015,BMO Vancouver Marathon,Half-Marathon,02:01:07,M40-44,M,03-05-2015,3,2015,6,5,NULL,VANCOUVER BC,1,3,40,44,42,21,346,7267
4473,04-05-2014,BMO Vancouver Marathon,Half-Marathon,02:03:52,M40-44,M,04-05-2014,4,2014,6,5,NULL,VANCOUVER BC,1,3,40,44,42,21,353,7432
4473,05-05-2013,BMO Vancouver Marathon,Half-Marathon,02:04:10,M40-44,M,05-05-2013,5,2013,6,5,NULL,VANCOUVER BC,1,3,40,44,42,21,354,7450
4473,06-05-2012,BMO Vancouver Marathon,Half-Marathon,02:04:57,M35-39,M,06-05-2012,6,2012,6,5,NULL,VANCOUVER BC,1,3,35,39,37,21,357,7497
4474,27-06-2016,Ironman 70.3 Mont-Tremblant,Individual,06:22:30,M35-39,M,27-06-2016,27,2016,0,6,NULL,MONT-TREMBLANT QC,0,0,35,39,37,0,0,0
4474,16-08-2015,Ironman Mont-Tremblant,Overall,12:56:12,M35-39,M,16-08-2015,16,2015,6,8,NULL,MONT-TREMBLANT QC,0,0,35,39,37,0,0,0
4474,21-06-2015,Ironman 70.3 Mont-Tremblant,Individual,05:23:13,M35-39,M,21-06-2015,21,2015,6,6,NULL,MONT-TREMBLANT QC,0,0,35,39,37,0,0,0
4474,22-06-2014,Ironman Mont-Tremblant 70.3,Overall,05:32:51,M35-39,M,22-06-2014,22,2014,6,6,NULL,MONT-TREMBLANT QC,0,0,35,39,37,0,0,0
4474,08-06-2014,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:45:49,M30-39,M,08-06-2014,8,2014,6,6,NULL,MONT-TREMBLANT QC,0,0,30,39,34,0,0,0
4474,26-10-2013,Course 10km Apocalypse/ Course des Citrouilles,1 km Course,00:08:58,M30-34,M,26-10-2013,26,2013,5,10,NULL,MONTREAL QC,0,0,30,34,32,0,0,0
4474,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,01:44:19,M30-34,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,30,34,32,21,298,6259
4474,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:38:04,M30-34,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,30,34,32,0,0,0
4474,18-02-2012,Demi Marathon Hypothermique,Demi-Marathon,01:40:44,M30-39,M,18-02-2012,18,2012,5,2,NULL,MONTREAL QC,1,3,30,39,34,21,287,6044
4477,02-08-2015,Course MEC MontrÃ©al #6,10K Marathon,01:20:49,M20-29,M,02-08-2015,2,2015,6,8,NULL,MONTREAL QC,1,2,20,29,24,10,484,4849
4479,27-04-2014,Banque Scotia 21km et 5km,Half-Marathon,02:00:05,M35-39,M,27-04-2014,27,2014,6,4,NULL,MONTREAL QC,1,3,35,39,37,21,343,7205
4479,27-05-2012,Ottawa Race Weekend,Half-Marathon,01:57:30,M30-34,M,27-05-2012,27,2012,6,5,NULL,OTTAWA ON,1,3,30,34,32,21,335,7050
4479,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,02:02:50,M30-34,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,30,34,32,0,0,0
4479,25-03-2012,Course et marche populaires de LaSalle,10K Marathon,00:51:05,M30-39,M,25-03-2012,25,2012,6,3,NULL,LASALLE QC,1,2,30,39,34,10,306,3065
4480,19-09-2015,Ultra-Trail Harricana du Canada (UTHC),65 KM,08:48:56,M30-39,M,19-09-2015,19,2015,5,9,NULL,LA MALBAIE QC,0,0,30,39,34,0,0,0
4480,13-09-2014,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobiliÃ¨res Desjardins,08:45:11,M30-39,M,13-09-2014,13,2014,5,9,NULL,LA MALBAIE QC,0,0,30,39,34,0,0,0
4482,13-06-2015,Triathlon FBL Drummondville,Triathlon Olympique - Coupe QuÃ©bec,03:41:33,M30-34,M,13-06-2015,13,2015,5,6,NULL,DRUMMONDVILLE QC,0,0,30,34,32,0,0,0
4483,25-04-2015,Demi-Marathon des Ã‰rables,30K Marathon,02:55:53,M30-39,M,25-04-2015,25,2015,5,4,NULL,MONT-SAINT-GRï¿½GOIRE QC,1,4,30,39,34,30,351,10553
4484,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:07:00,M50-54,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,362,7620
4484,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:47:25,M45-49,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,45,49,47,0,0,0
4487,22-09-2013,Marathon Oasis de Montreal,Demi-Marathon,05:02:03,M45-49,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,3,45,49,47,21,863,18123
4487,23-06-2013,Ironman Mont-Tremblant 70.3,70.3 Results,05:54:22,M45-49,M,23-06-2013,23,2013,6,6,NULL,MONT-TREMBLANT QC,0,0,45,49,47,0,0,0
4487,15-06-2013,Triathlon Lac Beauport,Duathlon,01:44:35,M45-49,M,15-06-2013,15,2013,5,6,NULL,LAC-BEAUPORT QC,0,0,45,49,47,0,0,0
4487,16-03-2013,Tour du Mont-Valin,45km Style Libre,03:17:52,M40-49,M,16-03-2013,16,2013,5,3,NULL,CHICOUTIMI QC,0,0,40,49,44,0,0,0
4487,14-10-2012,Scotiabank Toronto Waterfront Marathon,Half-Marathon,02:04:35,M45-49,M,14-10-2012,14,2012,6,10,NULL,TORONTO ON,1,3,45,49,47,21,355,7475
4487,22-07-2012,Triathlon Trimemphre de Magog,Triathlon Olympique,02:46:25,M45-49,M,22-07-2012,22,2012,6,7,NULL,MAGOG QC,0,0,45,49,47,0,0,0
4487,24-06-2012,Ironman Mont-Tremblant 70.3,Overall 70.3,05:19:53,M45-49,M,24-06-2012,24,2012,6,6,NULL,MONT-TREMBLANT QC,0,0,45,49,47,0,0,0
4487,17-03-2012,Tour du Mont-Valin,12 km Raquette,01:32:28,M40-49,M,17-03-2012,17,2012,5,3,NULL,CHICOUTIMI QC,0,0,40,49,44,0,0,0
4488,11-10-2014,BeauceRUN,Half-Marathon,01:50:07,F30-39,F,11-10-2014,11,2014,5,10,NULL,ST-GEORGES QC,1,3,30,39,34,21,314,6607
4491,08-11-2015,DEMI-MARATHON DES MICROBRASSERIES,30 KM,03:41:22,M40-49,M,08-11-2015,8,2015,6,11,NULL,BROMONT QC,0,0,40,49,44,0,0,0
4492,10-07-2016,Course MEC Longueuil #3,5K Road Race,00:21:40,M40-49,M,10-07-2016,10,2016,6,7,NULL,CHAMBLY QC,1,1,40,49,44,5,260,1300
4492,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:50:59,M40-44,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,40,44,42,21,317,6659
4492,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:58:23,M40-44,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,40,44,42,0,0,0
4494,24-05-2015,Tamarack Ottawa Race Weekend,Half-Marathon,-1,M50-54,M,24-05-2015,24,2015,6,5,NULL,OTTAWA ON,1,3,50,54,52,21,0,0
4494,12-10-2014,Demi-marathon des couleurs Promutuel,5km,00:25:56,M50-59,M,12-10-2014,12,2014,6,10,NULL,BECANCOUR,0,0,50,59,54,0,0,0
4494,24-05-2014,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M50-54,M,24-05-2014,24,2014,5,5,NULL,OTTAWA ON,0,0,50,54,52,0,0,0
4494,13-10-2013,Demi marathon des couleurs de Becancour,10K Marathon,00:53:03,M50-59,M,13-10-2013,13,2013,6,10,NULL,BECANCOUR,1,2,50,59,54,10,318,3183
4494,22-09-2013,Marathon Oasis de Montreal,10K Marathon,00:52:36,M50-54,M,22-09-2013,22,2013,6,9,NULL,MONTREAL QC,1,2,50,54,52,10,315,3156
4495,14-09-2014,Course MEC Quebec #4,Half-Marathon,01:29:44,MALE,M,14-09-2014,14,2014,6,9,NULL,STONEHAM,1,3,0,0,0,21,256,5384
4495,14-10-2012,Defi du Tour du Lac Beauport,Half-Marathon,01:26:39,M30-39,M,14-10-2012,14,2012,6,10,NULL,QUEBEC QC,1,3,30,39,34,21,247,5199
4496,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:28:07,F30-34,F,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,30,34,32,21,594,12487
4497,16-06-2013,Tour du Lac Brome,20 KM,02:13:40,F19-,F,16-06-2013,16,2013,6,6,NULL,LAC-BROME QC,0,0,19,0,9,0,0,0
4497,24-03-2013,Course et marche populaires de LaSalle,10K Marathon,00:59:48,F16-17,F,24-03-2013,24,2013,6,3,NULL,LASALLE QC,1,2,16,17,16,10,358,3588
4497,17-02-2013,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:28:19,F16-17,F,17-02-2013,17,2013,6,2,NULL,ILE BIZARD,1,1,16,17,16,5,339,1699
4498,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,04:23:25,M50-54,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,3,50,54,52,21,752,15805
4499,10-08-2013,SeaWheeze Half Marathon,Half-Marathon,01:52:21,FEMALE,F,10-08-2013,10,2013,5,8,NULL,VANCOUVER BC,1,3,0,0,0,21,321,6741
4499,24-06-2012,Scotiabank Vancouver Half Marathon & 5k,Half-Marathon,01:55:15,F20-24,F,24-06-2012,24,2012,6,6,NULL,VANCOUVER BC,1,3,20,24,22,21,329,6915
4502,28-05-2016,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M35-39,M,28-05-2016,28,2016,5,5,NULL,OTTAWA ON,0,0,35,39,37,0,0,0
4502,23-05-2015,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M35-39,M,23-05-2015,23,2015,5,5,NULL,OTTAWA ON,0,0,35,39,37,0,0,0
4502,15-02-2015,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:29:29,M30-39,M,15-02-2015,15,2015,6,2,NULL,ILE BIZARD,1,1,30,39,34,5,353,1769
4502,28-09-2014,Marathon Oasis Rock â€˜nâ€™ Roll de MontrÃ©al,Demi-Marathon,02:57:38,M35-39,M,28-09-2014,28,2014,6,9,NULL,MONTREAL QC,1,3,35,39,37,21,507,10658
4502,24-05-2014,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M35-39,M,24-05-2014,24,2014,5,5,NULL,OTTAWA ON,0,0,35,39,37,0,0,0
4502,07-09-2013,Triathlon Esprit de Montreal,Duathlon Olympique,03:07:50,M35-39,M,07-09-2013,7,2013,5,9,NULL,MONTREAL QC,0,0,35,39,37,0,0,0
4502,24-03-2013,Course et marche populaires de LaSalle,10K Marathon,00:55:28,M30-39,M,24-03-2013,24,2013,6,3,NULL,LASALLE QC,1,2,30,39,34,10,332,3328
4502,17-02-2013,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:28:02,M30-39,M,17-02-2013,17,2013,6,2,NULL,ILE BIZARD,1,1,30,39,34,5,336,1682
4502,17-06-2012,Tour du Lac Brome,20 KM,03:00:53,M30-39,M,17-06-2012,17,2012,6,6,NULL,LAC-BROME QC,0,0,30,39,34,0,0,0
4502,25-03-2012,Course et marche populaires de LaSalle,10K Marathon,01:10:56,M30-39,M,25-03-2012,25,2012,6,3,NULL,LASALLE QC,1,2,30,39,34,10,425,4256
4502,19-02-2012,DÃ©fi Hivernal Ile Bizard,5K Road Race,00:33:03,M30-39,M,19-02-2012,19,2012,6,2,NULL,ILE BIZARD,1,1,30,39,34,5,396,1983
4503,25-04-2015,Demi-Marathon des Ã‰rables,30K Marathon,03:16:06,F50-59,F,25-04-2015,25,2015,5,4,NULL,MONT-SAINT-GRï¿½GOIRE QC,1,4,50,59,54,30,392,11766
4504,20-09-2015,Marathon Oasis Rock 'n' Roll de Montreal,5K Road Race,00:52:58,M25-29,M,20-09-2015,20,2015,6,9,NULL,MONTREAL QC,1,1,25,29,27,5,635,3178
4506,02-08-2015,Course MEC MontrÃ©al #6,20 KM,01:46:29,M20-29,M,02-08-2015,2,2015,6,8,NULL,MONTREAL QC,0,0,20,29,24,0,0,0
4506,25-04-2015,Demi-Marathon des Ã‰rables,Demi-Marathon,01:56:36,M20-29,M,25-04-2015,25,2015,5,4,NULL,MONT-SAINT-GRï¿½GOIRE QC,1,3,20,29,24,21,333,6996
4507,24-08-2014,Marathon SSQ LÃ©vis-QuÃ©bec,Demi-Marathon,-1,M30-39,M,24-08-2014,24,2014,6,8,NULL,QUEBEC QC,1,3,30,39,34,21,0,0
4507,28-04-2013,Banque Scotia 21km et 5km,Half-Marathon,01:32:58,M25-29,M,28-04-2013,28,2013,6,4,NULL,MONTREAL QC,1,3,25,29,27,21,265,5578
4507,17-02-2013,Winterman Marathon and Marathon Relays,Half-Marathon,01:36:16,M30-34,M,17-02-2013,17,2013,6,2,NULL,OTTAWA ON,1,3,30,34,32,21,275,5776
4507,30-09-2012,South Ottawa Race Day Half Marathon,Half-Marathon,01:31:51,M20-29,M,30-09-2012,30,2012,6,9,NULL,OTTAWA ON,1,3,20,29,24,21,262,5511
4507,13-05-2012,Au rythme de nos foulÃ©es ChÃ¢teauguay,Demi-Marathon,01:48:40,M20-29,M,13-05-2012,13,2012,6,5,NULL,CHï¿½TEAUGUAY QC,1,3,20,29,24,21,310,6520
4507,29-04-2012,Banque Scotia 21km et 5km,21.1 KM,01:34:08,M25-29,M,29-04-2012,29,2012,6,4,NULL,MONTREAL QC,0,0,25,29,27,0,0,0
